Class::Test,Lexer:69, Lexer:90, Lexer:111, Lexer:121, Lexer:124, Lexer:136, Lexer:140, Lexer:149, Lexer:159, Lexer:166, Lexer:170, Lexer:174, Lexer:178, Lexer:182, 
RegressionTest1::test0563, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0564, 1,0,0,0.5,0.5,0,0,0,0.5,0,0,0.5,0,0,
RegressionTest1::test0565, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0566, 1,0,0,0,0,0.5,0.5,0,0,1,0.5,0,0,0,
RegressionTest1::test0567, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,
RegressionTest1::test0568, 1,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,
RegressionTest1::test0569, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0570, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0571, 0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,
RegressionTest1::test0572, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0573, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0574, 1,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0.5,0.5,
RegressionTest1::test0575, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0576, 1,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,
RegressionTest1::test0577, 1,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,
RegressionTest1::test0578, 1,0,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,
RegressionTest1::test0579, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0580, 1,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,
RegressionTest1::test0581, 1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,
RegressionTest1::test0582, 1,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0.5,0,0.5,
RegressionTest1::test0583, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0584, 1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,
RegressionTest1::test0585, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0586, 1,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,0,
RegressionTest1::test0587, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0588, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0589, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0590, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0591, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0592, 1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,
RegressionTest1::test0593, 1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,
RegressionTest1::test0594, 1,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,
RegressionTest1::test0595, 1,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,
RegressionTest1::test0596, 1,0,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0.5,
RegressionTest1::test0597, 1,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0,
RegressionTest1::test0598, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0599, 0.5,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0.5,0,
RegressionTest1::test0600, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0601, 1,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,
RegressionTest1::test0602, 1,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,
RegressionTest1::test0603, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0604, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0605, 0.5,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0606, 1,0,0,0,0,0.5,0.5,0,0,1,0.5,0,0,0,
RegressionTest1::test0607, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0608, 1,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest1::test0609, 1,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,
RegressionTest1::test0610, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0611, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,
RegressionTest1::test0612, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0613, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0614, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0615, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0616, 0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest1::test0617, 0.5,0,0,0,0,0.5,0.5,0.5,0,0,0.5,0,0,0,
RegressionTest1::test0618, 1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,
RegressionTest1::test0619, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0620, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0621, 1,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0.5,
RegressionTest1::test0622, 1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest1::test0623, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0624, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0,0,
RegressionTest1::test0625, 1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,
RegressionTest1::test0626, 1,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0.5,0.5,0.5,
RegressionTest1::test0627, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0628, 0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,
RegressionTest1::test0629, 1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,
RegressionTest1::test0630, 1,0,0,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0,
RegressionTest1::test0631, 1,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0.5,0.5,0.5,
RegressionTest1::test0632, 1,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0,
RegressionTest1::test0633, 1,0,0,0.5,0.5,0,0,0.5,0,0.5,0.5,0.5,0,0.5,
RegressionTest1::test0634, 0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0,0,
RegressionTest1::test0635, 0.5,0,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0,
RegressionTest1::test0636, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0637, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0638, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0639, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0640, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0641, 1,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,
RegressionTest1::test0642, 1,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest1::test0643, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0644, 1,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0.5,
RegressionTest1::test0645, 1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,
RegressionTest1::test0646, 1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,
RegressionTest1::test0647, 1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,
RegressionTest1::test0648, 1,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,
RegressionTest1::test0649, 1,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,
RegressionTest1::test0650, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0651, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0652, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0653, 1,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest1::test0654, 0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,
RegressionTest1::test0655, 1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,
RegressionTest1::test0656, 0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,
RegressionTest1::test0657, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,
RegressionTest1::test0658, 1,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0.5,
RegressionTest1::test0659, 1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest1::test0660, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0661, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0662, 1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,
RegressionTest1::test0663, 1,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest1::test0664, 1,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,
RegressionTest1::test0665, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0666, 1,0,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,
RegressionTest1::test0667, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0668, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0669, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0670, 1,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,
RegressionTest1::test0671, 1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,
RegressionTest1::test0672, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0.5,0,
RegressionTest1::test0673, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0674, 1,0,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,
RegressionTest1::test0675, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0676, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0677, 0.5,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0,
RegressionTest1::test0678, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0679, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0680, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,
RegressionTest1::test0681, 0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,
RegressionTest1::test0682, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0683, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0684, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,
RegressionTest1::test0685, 1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,
RegressionTest1::test0686, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0687, 1,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,
RegressionTest1::test0688, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest1::test0689, 1,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0.5,0.5,
RegressionTest1::test0690, 1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,
RegressionTest1::test0691, 1,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,
RegressionTest1::test0692, 1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,
RegressionTest1::test0693, 1,0,0,0,0,0.5,0.5,0,0,1,0.5,0,0,0,
RegressionTest1::test0694, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0695, 1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,
RegressionTest1::test0696, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0697, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0698, 0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,
RegressionTest1::test0699, 1,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,
RegressionTest1::test0700, 1,0,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,
RegressionTest1::test0701, 1,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,
RegressionTest1::test0702, 1,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,
RegressionTest1::test0703, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0704, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0705, 1,0,0,0,0,0,0,0,0.5,0,0.5,0,0.5,0.5,
RegressionTest1::test0706, 1,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0.5,
RegressionTest1::test0707, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0708, 1,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0,0,0,
RegressionTest1::test0709, 1,0,0,0.5,0.5,0,0,0.5,0,0,0.5,0.5,0,0.5,
RegressionTest1::test0710, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0711, 1,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,
RegressionTest1::test0712, 1,0,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,
RegressionTest1::test0713, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0714, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0715, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0716, 1,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,
RegressionTest1::test0717, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0718, 0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,
RegressionTest1::test0719, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0720, 1,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0.5,0.5,
RegressionTest1::test0721, 1,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0.5,
RegressionTest1::test0722, 1,0,0,0.5,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest1::test0723, 1,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0,
RegressionTest1::test0724, 1,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest1::test0725, 1,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0.5,
RegressionTest1::test0726, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0727, 1,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0.5,
RegressionTest1::test0728, 1,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,
RegressionTest1::test0729, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,
RegressionTest1::test0730, 1,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,
RegressionTest1::test0731, 0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,
RegressionTest1::test0732, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0733, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,
RegressionTest1::test0734, 1,0,0,0.5,0.5,0,0,0.5,0,0.5,0,0.5,0.5,0.5,
RegressionTest1::test0735, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0736, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0737, 0.5,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0738, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0739, 1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,
RegressionTest1::test0740, 1,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,
RegressionTest1::test0741, 0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,
RegressionTest1::test0742, 1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,
RegressionTest1::test0743, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0,0,
RegressionTest1::test0744, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0745, 1,0,0,0,0,0,0,0,0.5,0,0,0,0,0,
RegressionTest1::test0746, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0747, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0748, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,
RegressionTest1::test0749, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0750, 1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,
RegressionTest1::test0751, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0752, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0753, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0754, 1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,
RegressionTest1::test0755, 0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,
RegressionTest1::test0756, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0757, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0758, 0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,
RegressionTest1::test0759, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0760, 1,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0,0,0,
RegressionTest1::test0761, 1,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,
RegressionTest1::test0762, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0763, 1,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0.5,
RegressionTest1::test0764, 1,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,
RegressionTest1::test0765, 1,0,0,0.5,0.5,0,0,0,0.5,0,0.5,0.5,0,0.5,
RegressionTest1::test0766, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0767, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0768, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0769, 1,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,
RegressionTest1::test0770, 1,0,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest1::test0771, 1,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,
RegressionTest1::test0772, 1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,
RegressionTest1::test0773, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0774, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0775, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest1::test0776, 1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,
RegressionTest1::test0777, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0778, 1,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0.5,
RegressionTest1::test0779, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0780, 1,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,
RegressionTest1::test0781, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0782, 1,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,
RegressionTest1::test0783, 1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,
RegressionTest1::test0784, 1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,
RegressionTest1::test0785, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0786, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0787, 1,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,
RegressionTest1::test0788, 0.5,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0789, 1,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,
RegressionTest1::test0790, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0791, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0792, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0793, 1,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0.5,0.5,
RegressionTest1::test0794, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,
RegressionTest1::test0795, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0796, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0797, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest1::test0798, 1,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest1::test0799, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0800, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0801, 1,0,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,
RegressionTest1::test0802, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0803, 1,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,
RegressionTest1::test0804, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0805, 1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,
RegressionTest1::test0806, 1,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0,
RegressionTest1::test0807, 1,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0808, 1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,
RegressionTest1::test0809, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0810, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0,
RegressionTest1::test0811, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0812, 1,0,0,0.5,0.5,0,0,0.5,0,0.5,0.5,0,0,0,
RegressionTest1::test0813, 1,0,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0.5,
RegressionTest1::test0814, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0815, 1,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0,
RegressionTest1::test0816, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,
RegressionTest1::test0817, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0818, 0.5,0,0,0,0,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0819, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0820, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0821, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0822, 1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,
RegressionTest1::test0823, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0824, 1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
RegressionTest1::test0825, 1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,
RegressionTest1::test0826, 1,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,
RegressionTest1::test0827, 0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,
RegressionTest1::test0828, 1,0,0,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,
RegressionTest1::test0829, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0830, 1,0,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,
RegressionTest1::test0831, 1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,
RegressionTest1::test0832, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0833, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,
RegressionTest1::test0834, 1,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0.5,
RegressionTest1::test0835, 0.5,0,0,0,0,0,0,0.5,0,0,0.5,0,0.5,0.5,
RegressionTest1::test0836, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0837, 1,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,
RegressionTest1::test0838, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0839, 1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest1::test0840, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest1::test0841, 1,0,0,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0,
RegressionTest1::test0842, 1,0,0,0.5,0.5,0,0,0.5,0,0.5,0.5,0,0.5,0,
RegressionTest1::test0843, 1,0,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0.5,
RegressionTest1::test0844, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0,
RegressionTest1::test0845, 1,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0,
RegressionTest1::test0846, 1,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0.5,
RegressionTest1::test0847, 1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,
RegressionTest1::test0848, 1,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,
RegressionTest1::test0849, 1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,
