Class::Test,BaseOptimizer:190, BaseOptimizer:191, BaseOptimizer:195, NonLinearConjugateGradientOptimizer:198, NonLinearConjugateGradientOptimizer:199, NonLinearConjugateGradientOptimizer:209, NonLinearConjugateGradientOptimizer:221, NonLinearConjugateGradientOptimizer:222, NonLinearConjugateGradientOptimizer:238, NonLinearConjugateGradientOptimizer:243, NonLinearConjugateGradientOptimizer:244, NonLinearConjugateGradientOptimizer:253, NonLinearConjugateGradientOptimizer:258, NonLinearConjugateGradientOptimizer:264, NonLinearConjugateGradientOptimizer:276, NonLinearConjugateGradientOptimizer:282, NonLinearConjugateGradientOptimizer:306, NonLinearConjugateGradientOptimizer:307, NonLinearConjugateGradientOptimizer:331, NonLinearConjugateGradientOptimizer:334, NonLinearConjugateGradientOptimizer:379, NonLinearConjugateGradientOptimizer:388, NonLinearConjugateGradientOptimizer:401, NonLinearConjugateGradientOptimizer:402, CMAESOptimizer:291, CMAESOptimizer:292, CMAESOptimizer:328, CMAESOptimizer:380, CMAESOptimizer:387, CMAESOptimizer:395, CMAESOptimizer:397, CMAESOptimizer:398, CMAESOptimizer:405, CMAESOptimizer:406, CMAESOptimizer:428, CMAESOptimizer:437, CMAESOptimizer:440, CMAESOptimizer:442, CMAESOptimizer:444, CMAESOptimizer:451, CMAESOptimizer:452, CMAESOptimizer:458, CMAESOptimizer:459, CMAESOptimizer:462, CMAESOptimizer:466, CMAESOptimizer:467, CMAESOptimizer:473, CMAESOptimizer:475, CMAESOptimizer:478, CMAESOptimizer:483, CMAESOptimizer:487, CMAESOptimizer:489, CMAESOptimizer:491, CMAESOptimizer:492, CMAESOptimizer:498, CMAESOptimizer:501, CMAESOptimizer:502, CMAESOptimizer:508, CMAESOptimizer:535, CMAESOptimizer:536, CMAESOptimizer:540, CMAESOptimizer:557, CMAESOptimizer:558, CMAESOptimizer:561, CMAESOptimizer:562, CMAESOptimizer:575, CMAESOptimizer:580, CMAESOptimizer:598, CMAESOptimizer:635, CMAESOptimizer:654, CMAESOptimizer:657, CMAESOptimizer:673, CMAESOptimizer:680, CMAESOptimizer:705, CMAESOptimizer:711, CMAESOptimizer:713, CMAESOptimizer:736, CMAESOptimizer:768, CMAESOptimizer:777, CMAESOptimizer:778, CMAESOptimizer:779, CMAESOptimizer:787, CMAESOptimizer:805, CMAESOptimizer:819, CMAESOptimizer:824, CMAESOptimizer:858, CMAESOptimizer:862, CMAESOptimizer:863, CMAESOptimizer:904, CMAESOptimizer:911, CMAESOptimizer:922, CMAESOptimizer:923, CMAESOptimizer:926, CMAESOptimizer:949, CMAESOptimizer:950, CMAESOptimizer:952, CMAESOptimizer:968, CMAESOptimizer:972, CMAESOptimizer:984, CMAESOptimizer:985, CMAESOptimizer:998, CMAESOptimizer:999, CMAESOptimizer:1012, CMAESOptimizer:1013, CMAESOptimizer:1028, CMAESOptimizer:1029, CMAESOptimizer:1043, CMAESOptimizer:1044, CMAESOptimizer:1058, CMAESOptimizer:1059, CMAESOptimizer:1073, CMAESOptimizer:1074, CMAESOptimizer:1075, CMAESOptimizer:1087, CMAESOptimizer:1089, CMAESOptimizer:1103, CMAESOptimizer:1105, CMAESOptimizer:1111, CMAESOptimizer:1128, CMAESOptimizer:1140, CMAESOptimizer:1154, CMAESOptimizer:1155, CMAESOptimizer:1181, CMAESOptimizer:1182, CMAESOptimizer:1199, CMAESOptimizer:1212, CMAESOptimizer:1213, CMAESOptimizer:1215, CMAESOptimizer:1229, CMAESOptimizer:1230, CMAESOptimizer:1232, CMAESOptimizer:1246, CMAESOptimizer:1247, CMAESOptimizer:1260, CMAESOptimizer:1261, CMAESOptimizer:1274, CMAESOptimizer:1286, CMAESOptimizer:1298, CMAESOptimizer:1311, CMAESOptimizer:1312, PowellOptimizer:124, PowellOptimizer:127, PowellOptimizer:181, PowellOptimizer:200, PowellOptimizer:211, PowellOptimizer:219, PowellOptimizer:224, PowellOptimizer:225, PowellOptimizer:229, PowellOptimizer:230, PowellOptimizer:231, PowellOptimizer:233, PowellOptimizer:239, PowellOptimizer:247, PowellOptimizer:254, PowellOptimizer:285, PowellOptimizer:348, PowellOptimizer:375, PowellOptimizer:376, SimplexOptimizer:139, SimplexOptimizer:146, SimplexOptimizer:158, SimplexOptimizer:160, SimplexOptimizer:162, SimplexOptimizer:163, SimplexOptimizer:165, SimplexOptimizer:196, SimplexOptimizer:197, SimplexOptimizer:213, SimplexOptimizer:216, SimplexOptimizer:217, GaussNewtonOptimizer:87, GaussNewtonOptimizer:97, GaussNewtonOptimizer:106, GaussNewtonOptimizer:120, GaussNewtonOptimizer:128, GaussNewtonOptimizer:133, GaussNewtonOptimizer:136, GaussNewtonOptimizer:145, GaussNewtonOptimizer:150, GaussNewtonOptimizer:158, GaussNewtonOptimizer:160, GaussNewtonOptimizer:175, GaussNewtonOptimizer:176, LevenbergMarquardtOptimizer:332, LevenbergMarquardtOptimizer:341, LevenbergMarquardtOptimizer:346, LevenbergMarquardtOptimizer:350, LevenbergMarquardtOptimizer:352, LevenbergMarquardtOptimizer:362, LevenbergMarquardtOptimizer:367, LevenbergMarquardtOptimizer:368, LevenbergMarquardtOptimizer:371, LevenbergMarquardtOptimizer:373, LevenbergMarquardtOptimizer:380, LevenbergMarquardtOptimizer:387, LevenbergMarquardtOptimizer:392, LevenbergMarquardtOptimizer:395, LevenbergMarquardtOptimizer:412, LevenbergMarquardtOptimizer:421, LevenbergMarquardtOptimizer:433, LevenbergMarquardtOptimizer:440, LevenbergMarquardtOptimizer:444, LevenbergMarquardtOptimizer:449, LevenbergMarquardtOptimizer:459, LevenbergMarquardtOptimizer:462, LevenbergMarquardtOptimizer:463, LevenbergMarquardtOptimizer:465, LevenbergMarquardtOptimizer:470, LevenbergMarquardtOptimizer:476, LevenbergMarquardtOptimizer:480, LevenbergMarquardtOptimizer:487, LevenbergMarquardtOptimizer:489, LevenbergMarquardtOptimizer:497, LevenbergMarquardtOptimizer:512, LevenbergMarquardtOptimizer:522, LevenbergMarquardtOptimizer:525, LevenbergMarquardtOptimizer:528, LevenbergMarquardtOptimizer:564, LevenbergMarquardtOptimizer:567, LevenbergMarquardtOptimizer:570, LevenbergMarquardtOptimizer:573, LevenbergMarquardtOptimizer:582, LevenbergMarquardtOptimizer:590, LevenbergMarquardtOptimizer:600, LevenbergMarquardtOptimizer:601, LevenbergMarquardtOptimizer:606, LevenbergMarquardtOptimizer:609, LevenbergMarquardtOptimizer:621, LevenbergMarquardtOptimizer:624, LevenbergMarquardtOptimizer:632, LevenbergMarquardtOptimizer:640, LevenbergMarquardtOptimizer:644, LevenbergMarquardtOptimizer:647, LevenbergMarquardtOptimizer:651, LevenbergMarquardtOptimizer:658, LevenbergMarquardtOptimizer:670, LevenbergMarquardtOptimizer:676, LevenbergMarquardtOptimizer:680, LevenbergMarquardtOptimizer:684, LevenbergMarquardtOptimizer:689, LevenbergMarquardtOptimizer:696, LevenbergMarquardtOptimizer:698, LevenbergMarquardtOptimizer:733, LevenbergMarquardtOptimizer:735, LevenbergMarquardtOptimizer:743, LevenbergMarquardtOptimizer:749, LevenbergMarquardtOptimizer:758, LevenbergMarquardtOptimizer:763, LevenbergMarquardtOptimizer:768, LevenbergMarquardtOptimizer:786, LevenbergMarquardtOptimizer:804, LevenbergMarquardtOptimizer:805, LevenbergMarquardtOptimizer:808, LevenbergMarquardtOptimizer:812, LevenbergMarquardtOptimizer:813, LevenbergMarquardtOptimizer:816, LevenbergMarquardtOptimizer:824, LevenbergMarquardtOptimizer:862, LevenbergMarquardtOptimizer:865, LevenbergMarquardtOptimizer:873, LevenbergMarquardtOptimizer:878, LevenbergMarquardtOptimizer:880, LevenbergMarquardtOptimizer:884, LevenbergMarquardtOptimizer:888, LevenbergMarquardtOptimizer:893, LevenbergMarquardtOptimizer:903, LevenbergMarquardtOptimizer:912, LevenbergMarquardtOptimizer:914, LevenbergMarquardtOptimizer:918, LevenbergMarquardtOptimizer:935, LevenbergMarquardtOptimizer:938, LevenbergMarquardtOptimizer:942, LevenbergMarquardtOptimizer:953, LevenbergMarquardtOptimizer:954, 
CMAESOptimizerTest::testMaximize, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0,1,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0.5,1,0.5,0.5,1,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,0,0,0.5,1,1,0.5,0.5,0.5,0,0,0.5,1,1,1,0,0,0,0.5,0.5,0,0,0,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMAESOptimizerTest::testEllipse, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0,1,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0.5,1,0.5,0.5,1,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,0,0,0.5,1,1,0.5,0.5,0.5,0,0,0.5,1,1,1,0,0,0,0.5,0.5,0,0,0,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMAESOptimizerTest::testElliRotated, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0,1,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0.5,1,0.5,0.5,1,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,0,0,0.5,1,1,0.5,0.5,0.5,0,0,0.5,1,1,1,0,0,0,0.5,0.5,0,0,0,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMAESOptimizerTest::testCigar, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0,1,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0.5,1,0.5,0.5,1,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,0,0,0.5,1,1,0.5,0.5,0.5,0,0,0.5,1,1,1,0,0,0,0.5,0.5,0,0,0,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMAESOptimizerTest::testCigarWithBoundaries, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0,1,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0.5,1,0.5,0.5,1,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,0,0,0.5,1,1,0.5,0.5,0.5,0,0,0.5,1,1,1,0,0,0,0.5,0.5,0,0,0,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMAESOptimizerTest::testTwoAxes, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,0.5,0.5,0.5,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0.5,1,0.5,0.5,1,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,0,0,0.5,1,1,0.5,0.5,0.5,0,0,0.5,1,1,1,0,0,0,0.5,0.5,0,0,0,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMAESOptimizerTest::testCigTab, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0,1,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0.5,1,0.5,0.5,1,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,0,0,0.5,1,1,0.5,0.5,0.5,0,0,0.5,1,1,1,0,0,0,0.5,0.5,0,0,0,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMAESOptimizerTest::testSphere, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0,1,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0.5,1,0.5,0.5,1,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,0,0,0.5,1,1,0.5,0.5,0.5,0,0,0.5,1,1,1,0,0,0,0.5,0.5,0,0,0,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMAESOptimizerTest::testTablet, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0,1,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0.5,1,0.5,0.5,1,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,0,0,0.5,1,1,0.5,0.5,0.5,0,0,0.5,1,1,1,0,0,0,0.5,0.5,0,0,0,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMAESOptimizerTest::testDiffPow, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0,1,0.5,1,1,0.5,0.5,0.5,0,0,0,0.5,1,0.5,0.5,1,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,0,0,0.5,1,1,0.5,0.5,0.5,0,0,0.5,1,1,1,0,0,0,0.5,0.5,0,0,0,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMAESOptimizerTest::testSsDiffPow, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0,1,0.5,1,0.5,0.5,1,0.5,0,0,0,0.5,1,0.5,0.5,1,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,0,0,0.5,1,1,0.5,0.5,0.5,0,0,1,1,1,1,0,0,0,0.5,0.5,0,0,0,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMAESOptimizerTest::testAckley, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,0.5,0.5,0.5,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0.5,1,0.5,0.5,1,1,1,0.5,0.5,1,0.5,0.5,1,1,1,0.5,0.5,0,0,0.5,0.5,1,0.5,0.5,0.5,0,0,0.5,1,1,1,0,0,0,0.5,0.5,0,0,0,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMAESOptimizerTest::testRastrigin, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0,1,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0.5,1,0.5,0.5,1,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,0,0,0.5,1,1,0.5,0.5,0.5,0,0,0.5,1,1,1,0,0,0,0.5,0.5,0,0,0,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMAESOptimizerTest::testConstrainedRosen, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0,1,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0.5,1,0.5,0.5,1,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,0,0,0.5,1,1,0.5,0.5,0.5,0,0,0.5,1,1,1,0,0,0,0.5,0.5,0,0,0,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
CMAESOptimizerTest::testDiagonalRosen, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0,0.5,0.5,0.5,0.5,0,1,0.5,1,1,0.5,0.5,0.5,0,0,0,0.5,1,0.5,0.5,1,1,1,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.5,0.5,0,0,0,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0.5,1,0,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
