Class::Test,BrentOptimizer:83, BrentOptimizer:86, BrentOptimizer:116, BrentOptimizer:127, BrentOptimizer:141, BrentOptimizer:148, BrentOptimizer:160, BrentOptimizer:161, BrentOptimizer:167, BrentOptimizer:173, BrentOptimizer:182, BrentOptimizer:184, BrentOptimizer:190, BrentOptimizer:191, BrentOptimizer:199, BrentOptimizer:208, BrentOptimizer:217, BrentOptimizer:218, BrentOptimizer:228, BrentOptimizer:234, BrentOptimizer:241, BrentOptimizer:242, BrentOptimizer:248, BrentOptimizer:249, BrentOptimizer:261, BrentOptimizer:266, BrentOptimizer:267, BrentOptimizer:272, BrentOptimizer:273, BrentOptimizer:274, BrentOptimizer:304, BrentOptimizer:307, BrentOptimizer:311, BrentOptimizer:312, BrentOptimizer:314, 
RegressionTest0::test249, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,
RegressionTest0::test250, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0,1,
RegressionTest0::test251, 0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,0,1,1,0.5,0,1,1,1,1,0.5,0.5,0.5,1,0.5,1,1,1,1,
RegressionTest0::test252, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0,1,
RegressionTest0::test253, 0.5,0.5,0.5,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,
RegressionTest0::test254, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0,1,
RegressionTest0::test255, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0,1,
RegressionTest0::test256, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test257, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test258, 0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test259, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test260, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0,1,
RegressionTest0::test261, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0,1,
RegressionTest0::test262, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test263, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,
RegressionTest0::test264, 0.5,0.5,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,1,0.5,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,1,1,
RegressionTest0::test265, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test266, 0.5,0.5,1,0.5,1,1,1,1,1,1,0.5,1,0.5,0.5,1,1,0.5,0,1,1,0.5,0,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,
RegressionTest0::test267, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test268, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test269, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0,1,1,1,0.5,0.5,1,0.5,1,0.5,1,0.5,0,1,
RegressionTest0::test270, 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,0,0.5,
RegressionTest0::test271, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0,1,
RegressionTest0::test272, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,0,0.5,
RegressionTest0::test273, 0.5,0.5,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,1,0.5,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,1,1,
RegressionTest0::test274, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test275, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test276, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0,1,
RegressionTest0::test277, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test278, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0,1,1,1,0.5,0.5,1,0.5,1,0.5,1,0.5,0,1,
RegressionTest0::test279, 0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,0,1,1,0.5,0,1,1,1,1,0.5,0.5,0.5,1,0.5,1,1,1,1,
RegressionTest0::test280, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0,1,1,1,0.5,0.5,1,0.5,1,0.5,1,0.5,0,1,
RegressionTest0::test281, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,0.5,0,1,1,0.5,0,0.5,0.5,0.5,0,1,0.5,1,1,1,1,0.5,1,0.5,0.5,0.5,1,0,
RegressionTest0::test282, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test283, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,0.5,0,1,1,0.5,0,0.5,0.5,0.5,0,1,0.5,1,1,1,1,0.5,1,0.5,0.5,0.5,1,0,
RegressionTest0::test284, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0,1,
RegressionTest0::test285, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test286, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,1,0,
RegressionTest0::test287, 0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,0,1,1,0.5,0,1,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,
RegressionTest0::test288, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,
RegressionTest0::test289, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test290, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test291, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,
RegressionTest0::test292, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test293, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test294, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test295, 0.5,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,0,1,1,0.5,0,1,1,1,1,0.5,1,0.5,1,0.5,1,1,1,1,
RegressionTest0::test296, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,
RegressionTest0::test297, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0,1,1,1,0.5,0.5,1,0.5,1,0.5,1,0.5,0,1,
RegressionTest0::test298, 0.5,0.5,0.5,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0,1,
RegressionTest0::test299, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,0.5,0,1,1,0.5,0,0.5,0.5,0.5,0,1,0.5,1,1,1,1,0.5,1,0.5,0.5,0.5,1,0,
RegressionTest0::test300, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test301, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test302, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test303, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0,1,
RegressionTest0::test304, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test305, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,0.5,0,1,1,0.5,0,0.5,0.5,0.5,0,1,0.5,1,1,1,1,0.5,1,0.5,0.5,0.5,1,0,
RegressionTest0::test306, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test307, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0,1,
RegressionTest0::test308, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,1,1,0.5,1,1,0.5,0,0.5,0.5,0.5,0,1,1,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,1,
RegressionTest0::test309, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0,1,
RegressionTest0::test310, 0.5,0.5,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,
RegressionTest0::test311, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,
RegressionTest0::test312, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0,1,
RegressionTest0::test313, 0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test314, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,
RegressionTest0::test315, 0.5,0.5,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,1,1,0.5,0,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,1,1,1,1,
RegressionTest0::test316, 0.5,0.5,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,
RegressionTest0::test317, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test318, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0,1,
RegressionTest0::test319, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test320, 0.5,0.5,0.5,1,0.5,0.5,1,1,1,1,0.5,1,1,0.5,1,1,0.5,0,0.5,0.5,0.5,0,1,1,1,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0,1,
RegressionTest0::test321, 0.5,0.5,0.5,1,0.5,0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0,1,
RegressionTest0::test322, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test323, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test324, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test325, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test326, 0.5,0.5,1,1,1,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,1,0.5,1,1,0.5,0,1,1,1,1,1,0.5,0.5,1,0.5,0.5,1,1,1,
RegressionTest0::test327, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test328, 0.5,0.5,0.5,1,0.5,0.5,1,1,1,1,1,1,0.5,0,1,1,0.5,0,0.5,0.5,0.5,0,1,1,1,1,1,1,0.5,1,0.5,0.5,0.5,1,0,
BrentOptimizer_ESTest::test0, 0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BrentOptimizer_ESTest::test1, 0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
BrentOptimizer_ESTest::test2, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0,1,0.5,1,0.5,0.5,0.5,0.5,0,1,1,0.5,0.5,0,0,0,0,0.5,0.5,0.5,1,0,
BrentOptimizer_ESTest::test3, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,1,0,
BrentOptimizer_ESTest::test4, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0,1,
BrentOptimizer_ESTest::test5, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,1,0,
BrentOptimizer_ESTest::test6, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0,1,0.5,1,0.5,0.5,0.5,0.5,0,1,0.5,1,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0,1,
BrentOptimizer_ESTest::test7, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,0.5,0.5,0,0,0,1,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0,1,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0,
BrentOptimizer_ESTest::test8, 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,0,0.5,
BrentOptimizerTest::testSinMin, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0,
BrentOptimizerTest::testSinMinWithValueChecker, 0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,1,1,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,1,0,
BrentOptimizerTest::testBoundaries, 0.5,0.5,1,0.5,1,1,1,1,1,0.5,0.5,0,0,0,1,0.5,1,1,1,1,0.5,0,1,1,0.5,0.5,0.5,0,0,0,0.5,0.5,1,1,1,
BrentOptimizerTest::testQuinticMin, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,1,0,
BrentOptimizerTest::testQuinticMinStatistics, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,0.5,0,1,1,1,1,1,1,1,1,0.5,0.5,0.5,1,0,
BrentOptimizerTest::testQuinticMax, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0.5,0,1,0.5,1,0.5,0.5,0.5,0.5,0,1,1,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0,1,
BrentOptimizerTest::testMinEndpoints, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,0.5,0,0,1,0.5,1,0.5,0.5,0.5,0.5,0,1,1,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,1,0,
BrentOptimizerTest::testMath832, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,0.5,0,1,0.5,1,0.5,0.5,0.5,0.5,0,1,1,1,1,0.5,1,0.5,0.5,0.5,0.5,0.5,1,0,
BrentOptimizerTest::testKeepInitIfBest, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0,1,1,1,0.5,0,0,0.5,0.5,0.5,1,0,
BrentOptimizerTest::testMath855, 0.5,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,1,1,1,0.5,1,1,0.5,0,0.5,0.5,0.5,1,0,
