Class::Test,PeriodFormatterBuilder:141, PeriodFormatterBuilder:160, PeriodFormatterBuilder:176, PeriodFormatterBuilder:192, PeriodFormatterBuilder:212, PeriodFormatterBuilder:228, PeriodFormatterBuilder:343, PeriodFormatterBuilder:363, PeriodFormatterBuilder:378, PeriodFormatterBuilder:381, PeriodFormatterBuilder:552, PeriodFormatterBuilder:573, PeriodFormatterBuilder:591, PeriodFormatterBuilder:599, PeriodFormatterBuilder:730, PeriodFormatterBuilder:738, PeriodFormatterBuilder:739, PeriodFormatterBuilder:751, PeriodFormatterBuilder:752, PeriodFormatterBuilder:761, PeriodFormatterBuilder:779, PeriodFormatterBuilder:788, PeriodFormatterBuilder:789, PeriodFormatterBuilder:795, PeriodFormatterBuilder:799, PeriodFormatterBuilder:801, PeriodFormatterBuilder:808, PeriodFormatterBuilder:810, PeriodFormatterBuilder:818, PeriodFormatterBuilder:878, PeriodFormatterBuilder:889, PeriodFormatterBuilder:890, PeriodFormatterBuilder:894, PeriodFormatterBuilder:922, PeriodFormatterBuilder:926, PeriodFormatterBuilder:930, PeriodFormatterBuilder:937, PeriodFormatterBuilder:945, PeriodFormatterBuilder:949, PeriodFormatterBuilder:960, PeriodFormatterBuilder:971, PeriodFormatterBuilder:972, PeriodFormatterBuilder:975, PeriodFormatterBuilder:1013, PeriodFormatterBuilder:1021, PeriodFormatterBuilder:1072, PeriodFormatterBuilder:1079, PeriodFormatterBuilder:1082, PeriodFormatterBuilder:1090, PeriodFormatterBuilder:1095, PeriodFormatterBuilder:1098, PeriodFormatterBuilder:1101, PeriodFormatterBuilder:1102, PeriodFormatterBuilder:1110, PeriodFormatterBuilder:1113, PeriodFormatterBuilder:1122, PeriodFormatterBuilder:1126, PeriodFormatterBuilder:1130, PeriodFormatterBuilder:1135, PeriodFormatterBuilder:1140, PeriodFormatterBuilder:1142, PeriodFormatterBuilder:1143, PeriodFormatterBuilder:1150, PeriodFormatterBuilder:1157, PeriodFormatterBuilder:1161, PeriodFormatterBuilder:1165, PeriodFormatterBuilder:1169, PeriodFormatterBuilder:1174, PeriodFormatterBuilder:1176, PeriodFormatterBuilder:1181, PeriodFormatterBuilder:1190, PeriodFormatterBuilder:1193, PeriodFormatterBuilder:1194, PeriodFormatterBuilder:1197, PeriodFormatterBuilder:1199, PeriodFormatterBuilder:1204, PeriodFormatterBuilder:1215, PeriodFormatterBuilder:1219, PeriodFormatterBuilder:1224, PeriodFormatterBuilder:1234, PeriodFormatterBuilder:1241, PeriodFormatterBuilder:1251, PeriodFormatterBuilder:1254, PeriodFormatterBuilder:1255, PeriodFormatterBuilder:1258, PeriodFormatterBuilder:1259, PeriodFormatterBuilder:1264, PeriodFormatterBuilder:1275, PeriodFormatterBuilder:1278, PeriodFormatterBuilder:1280, PeriodFormatterBuilder:1294, PeriodFormatterBuilder:1298, PeriodFormatterBuilder:1306, PeriodFormatterBuilder:1309, PeriodFormatterBuilder:1318, PeriodFormatterBuilder:1321, PeriodFormatterBuilder:1325, PeriodFormatterBuilder:1331, PeriodFormatterBuilder:1341, PeriodFormatterBuilder:1355, PeriodFormatterBuilder:1359, PeriodFormatterBuilder:1365, PeriodFormatterBuilder:1366, PeriodFormatterBuilder:1375, PeriodFormatterBuilder:1378, PeriodFormatterBuilder:1386, PeriodFormatterBuilder:1391, PeriodFormatterBuilder:1397, PeriodFormatterBuilder:1433, PeriodFormatterBuilder:1434, PeriodFormatterBuilder:1438, PeriodFormatterBuilder:1439, PeriodFormatterBuilder:1440, PeriodFormatterBuilder:1449, PeriodFormatterBuilder:1452, PeriodFormatterBuilder:1453, PeriodFormatterBuilder:1468, PeriodFormatterBuilder:1469, PeriodFormatterBuilder:1477, PeriodFormatterBuilder:1498, PeriodFormatterBuilder:1499, PeriodFormatterBuilder:1504, PeriodFormatterBuilder:1571, PeriodFormatterBuilder:1603, PeriodFormatterBuilder:1612, PeriodFormatterBuilder:1613, PeriodFormatterBuilder:1630, PeriodFormatterBuilder:1643, PeriodFormatterBuilder:1644, PeriodFormatterBuilder:1645, PeriodFormatterBuilder:1647, PeriodFormatterBuilder:1648, PeriodFormatterBuilder:1654, PeriodFormatterBuilder:1666, PeriodFormatterBuilder:1667, PeriodFormatterBuilder:1668, PeriodFormatterBuilder:1670, PeriodFormatterBuilder:1671, PeriodFormatterBuilder:1677, PeriodFormatterBuilder:1688, PeriodFormatterBuilder:1689, PeriodFormatterBuilder:1690, PeriodFormatterBuilder:1692, PeriodFormatterBuilder:1693, PeriodFormatterBuilder:1699, PeriodFormatterBuilder:1711, PeriodFormatterBuilder:1716, PeriodFormatterBuilder:1720, PeriodFormatterBuilder:1722, PeriodFormatterBuilder:1724, PeriodFormatterBuilder:1726, PeriodFormatterBuilder:1736, PeriodFormatterBuilder:1740, PeriodFormatterBuilder:1745, PeriodFormatterBuilder:1776, PeriodFormatterBuilder:1783, PeriodFormatterBuilder:1794, PeriodFormatterBuilder:1803, PeriodFormatterBuilder:1812, PeriodFormatterBuilder:1820, PeriodFormatterBuilder:1829, PeriodFormatterBuilder:1834, PeriodFormatterBuilder:1842, PeriodFormatterBuilder:1844, PeriodFormatterBuilder:1845, PeriodFormatterBuilder:1853, PeriodFormatterBuilder:1854, PeriodFormatterBuilder:1864, PeriodFormatterBuilder:1865, 
RegressionTest0::test318, 0,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test319, 0.5,0.5,0.5,0,0,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0.5,1,0.5,0.5,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,1,0,0,0,1,0.5,0.5,0.5,0.5,0,0,
RegressionTest0::test320, 0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test321, 0,0,1,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0.5,1,0.5,0.5,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,1,0,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,
RegressionTest0::test322, 0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,0,0,
RegressionTest0::test323, 0,0,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,0,0,
RegressionTest0::test324, 0,0.5,0.5,0,0,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0.5,1,0.5,0.5,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,1,0,0,0,1,0.5,0.5,0.5,0.5,0,0,
RegressionTest0::test325, 0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test326, 0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,1,0.5,0.5,0.5,1,1,1,1,1,1,1,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0.5,1,0.5,0.5,0,0,0.5,0.5,0,0,1,1,0.5,0.5,0.5,1,0.5,1,0.5,0.5,0.5,1,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,1,1,1,0,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,
RegressionTest0::test327, 0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,0,0,
RegressionTest0::test328, 0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0,0,0.5,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,0,0,
RegressionTest0::test329, 0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0.5,1,0.5,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0,0,0,0,1,0.5,0.5,0.5,0.5,0,0,
RegressionTest0::test330, 0,0,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test331, 0,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,0,0,
RegressionTest0::test332, 0,0,1,0,0,0,0,0,0,0,0.5,0,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,0,0,
RegressionTest0::test333, 0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test334, 0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test335, 0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0,0,0.5,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,0,0,
RegressionTest0::test336, 0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,0,0,
RegressionTest0::test337, 0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0,0,0.5,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,0,0,
RegressionTest0::test338, 0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0,0,0.5,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,0,0,
RegressionTest0::test339, 0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,0,0,
RegressionTest0::test340, 0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,0,0,
RegressionTest0::test341, 0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,
RegressionTest0::test342, 0,0,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,1,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,0,0,
RegressionTest0::test343, 0.5,0.5,1,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,1,0.5,1,1,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,0.5,0.5,0,0,0,0,0,0.5,1,0.5,0.5,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1,1,0,0.5,0.5,1,0.5,0.5,0.5,0.5,0,0,
RegressionTest0::test344, 0,0,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,0.5,0.5,0.5,0.5,0,0,
RegressionTest0::test345, 0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
