:,DataUtilTest::discardsSpuriousByteOrderMark,DataUtilTest::shouldCorrectCharsetForDuplicateCharsetString,DataUtilTest::shouldNotThrowExceptionOnEmptyCharset,DataUtilTest::shouldReturnNullForIllegalCharsetNames,DataUtilTest::shouldSelectFirstCharsetOnWeirdMultileCharsetsInMetaTags,DataUtilTest::testCharset,DataUtilTest::testQuotedCharset,DataUtil_ESTest::test00,DataUtil_ESTest::test01,DataUtil_ESTest::test02,DataUtil_ESTest::test03,DataUtil_ESTest::test04,DataUtil_ESTest::test05,DataUtil_ESTest::test06,DataUtil_ESTest::test07,DataUtil_ESTest::test08,DataUtil_ESTest::test09,DataUtil_ESTest::test10,DataUtil_ESTest::test11,DataUtil_ESTest::test12,ParseTest::testBaidu,ParseTest::testBaiduVariant,ParseTest::testBinary,ParseTest::testBrokenHtml5CharsetWithASingleDoubleQuote,ParseTest::testGoogleSearchIpod,ParseTest::testHtml5Charset,ParseTest::testNewsHomepage,ParseTest::testNytArticle,ParseTest::testSmhBizArticle,ParseTest::testYahooArticle,ParseTest::testYahooJp,RegressionTest0::test001,RegressionTest0::test002,RegressionTest0::test003,RegressionTest0::test004,RegressionTest0::test005,RegressionTest0::test006,RegressionTest0::test007,RegressionTest0::test008,RegressionTest0::test009,RegressionTest0::test010,RegressionTest0::test011,RegressionTest0::test012,RegressionTest0::test013,RegressionTest0::test014,RegressionTest0::test015,RegressionTest0::test016,RegressionTest0::test017,RegressionTest0::test018,RegressionTest0::test019,RegressionTest0::test020,RegressionTest0::test021,RegressionTest0::test022,RegressionTest0::test023,RegressionTest0::test024,RegressionTest0::test025,RegressionTest0::test026,RegressionTest0::test027,RegressionTest0::test028,RegressionTest0::test029,RegressionTest0::test030,RegressionTest0::test031,RegressionTest0::test032,RegressionTest0::test033,RegressionTest0::test034,RegressionTest0::test035,RegressionTest0::test036,RegressionTest0::test037,RegressionTest0::test038,RegressionTest0::test039,RegressionTest0::test040,RegressionTest0::test041,RegressionTest0::test042,RegressionTest0::test043,RegressionTest0::test044,RegressionTest0::test045,RegressionTest0::test046,RegressionTest0::test047,RegressionTest0::test048,RegressionTest0::test049,RegressionTest0::test050,RegressionTest0::test051,RegressionTest0::test052,RegressionTest0::test053,RegressionTest0::test054,RegressionTest0::test055,RegressionTest0::test056,RegressionTest0::test057,RegressionTest0::test058,RegressionTest0::test059,RegressionTest0::test060,RegressionTest0::test061,RegressionTest0::test062,RegressionTest0::test063,RegressionTest0::test064,RegressionTest0::test065,RegressionTest0::test066,RegressionTest0::test067,RegressionTest0::test068,RegressionTest0::test069,RegressionTest0::test070,RegressionTest0::test071,RegressionTest0::test072,RegressionTest0::test073,RegressionTest0::test074,RegressionTest0::test075,RegressionTest0::test076,RegressionTest0::test077,RegressionTest0::test078,RegressionTest0::test079,RegressionTest0::test080,RegressionTest0::test081,RegressionTest0::test082,RegressionTest0::test083,RegressionTest0::test084,RegressionTest0::test085,RegressionTest0::test086,RegressionTest0::test087,RegressionTest0::test088,RegressionTest0::test089,RegressionTest0::test090,RegressionTest0::test091,RegressionTest0::test092,RegressionTest0::test093,RegressionTest0::test094,RegressionTest0::test095,RegressionTest0::test096,RegressionTest0::test097,RegressionTest0::test098,RegressionTest0::test099,RegressionTest0::test100,RegressionTest0::test101,RegressionTest0::test102,RegressionTest0::test103,RegressionTest0::test104,RegressionTest0::test105,RegressionTest0::test106,RegressionTest0::test107,RegressionTest0::test108,RegressionTest0::test109,RegressionTest0::test110,RegressionTest0::test111,RegressionTest0::test112,RegressionTest0::test113,RegressionTest0::test114,RegressionTest0::test115,RegressionTest0::test116,RegressionTest0::test117,RegressionTest0::test118,RegressionTest0::test119,RegressionTest0::test120,RegressionTest0::test121,RegressionTest0::test122,RegressionTest0::test123,RegressionTest0::test124,RegressionTest0::test125,RegressionTest0::test126,RegressionTest0::test127,RegressionTest0::test128,RegressionTest0::test129,RegressionTest0::test130,RegressionTest0::test131,RegressionTest0::test132,RegressionTest0::test133,RegressionTest0::test134,RegressionTest0::test135,RegressionTest0::test136,RegressionTest0::test137,RegressionTest0::test138,RegressionTest0::test139,RegressionTest0::test140,RegressionTest0::test141,RegressionTest0::test142,RegressionTest0::test143,RegressionTest0::test144,RegressionTest0::test145,RegressionTest0::test146,RegressionTest0::test147,RegressionTest0::test148,RegressionTest0::test149,RegressionTest0::test150,RegressionTest0::test151,RegressionTest0::test152,RegressionTest0::test153,RegressionTest0::test154,RegressionTest0::test155,RegressionTest0::test156,RegressionTest0::test157,RegressionTest0::test158,RegressionTest0::test159,RegressionTest0::test160,RegressionTest0::test161,RegressionTest0::test162,RegressionTest0::test163,RegressionTest0::test164,RegressionTest0::test165,RegressionTest0::test166,RegressionTest0::test167,RegressionTest0::test168,RegressionTest0::test169,RegressionTest0::test170,RegressionTest0::test171,RegressionTest0::test172,RegressionTest0::test173,RegressionTest0::test174,RegressionTest0::test175,RegressionTest0::test176,RegressionTest0::test177,RegressionTest0::test178,RegressionTest0::test179,RegressionTest0::test180,RegressionTest0::test181,RegressionTest0::test182,RegressionTest0::test183,RegressionTest0::test184,RegressionTest0::test185,RegressionTest0::test186,RegressionTest0::test187,RegressionTest0::test188,RegressionTest0::test189,RegressionTest0::test190,RegressionTest0::test191,RegressionTest0::test192,RegressionTest0::test193,RegressionTest0::test194,RegressionTest0::test195,RegressionTest0::test196,RegressionTest0::test197,RegressionTest0::test198,RegressionTest0::test199,
RegressionTest0::test026 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test027 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test028 ,31,41,39,41,41,34,33,32,29,31,35,29,32,31,31,32,32,39,39,39,57,31,33,33,36,55,46,31,32,31,32,19,19,19,19,21,20,21,21,2,19,19,19,21,28,19,19,11,19,28,28,12,12,19,19,19,19,19,0,19,2,20,2,19,21,19,19,23,12,21,57,21,28,15,19,12,21,21,31,28,28,19,19,0,22,19,19,19,19,19,23,51,19,11,21,31,19,19,19,19,28,19,15,19,57,19,19,19,19,22,24,60,19,23,23,57,40,57,19,12,23,49,19,19,19,70,19,49,19,28,57,49,21,28,33,13,31,10,19,28,67,19,19,23,19,2,19,12,22,23,19,21,21,19,21,19,19,19,19,19,28,24,21,19,28,19,19,19,28,19,15,15,15,19,15,15,28,21,19,19,15,19,15,19,19,28,15,19,15,15,28,19,19,19,19,19,15,19,15,15,28,15,15,19,21,19,21,15,21,28,19,19,15,15,28,15,19,19,19,15,15,19,19,19,19,19,19,19,28,15,
RegressionTest0::test029 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test030 ,29,39,37,39,39,34,33,30,27,30,33,27,30,30,29,31,30,37,37,37,58,31,31,31,35,55,47,31,30,31,30,17,17,17,17,19,18,19,19,0,17,17,17,19,26,17,17,10,17,26,26,10,10,17,17,17,17,17,2,17,0,18,0,17,19,17,17,21,10,19,59,19,26,13,17,14,19,19,33,26,26,17,17,2,24,17,17,17,17,17,21,53,17,10,19,31,17,17,17,17,26,17,13,17,59,17,17,17,17,24,23,62,17,21,25,57,42,57,17,14,25,51,17,17,17,72,17,51,17,26,59,51,19,26,35,15,33,12,17,26,69,17,17,22,17,0,17,14,24,21,17,20,19,17,19,17,17,17,17,17,26,23,19,17,26,17,17,17,26,17,13,13,13,17,13,13,26,19,17,17,13,17,13,17,17,26,13,17,13,13,26,17,17,17,17,17,13,17,13,13,26,13,13,17,19,17,19,13,19,26,17,17,13,13,26,13,17,17,17,13,13,17,17,17,17,17,17,17,26,13,
RegressionTest0::test031 ,22,22,22,23,22,20,20,18,24,21,20,19,18,24,23,26,26,20,21,20,66,24,18,20,38,62,58,22,32,22,31,2,2,2,2,2,0,1,1,18,2,2,2,2,10,2,2,26,2,10,10,10,10,2,2,2,2,2,20,2,18,0,18,2,1,2,2,37,10,1,74,1,10,8,2,30,2,2,47,10,10,2,2,20,40,2,2,2,2,2,37,68,2,26,2,45,2,2,2,2,10,2,8,2,74,2,2,2,2,40,39,78,2,37,41,72,58,72,2,30,41,65,2,2,2,88,2,67,2,10,74,67,2,10,51,31,47,28,2,10,84,2,2,38,2,18,2,30,40,37,2,36,1,2,1,2,2,2,2,2,10,39,2,2,10,2,2,2,10,2,8,8,8,2,8,8,10,2,2,2,8,2,8,2,2,10,8,2,8,8,10,2,2,2,2,2,8,2,8,8,10,8,8,2,2,2,2,8,2,10,2,2,8,8,10,8,2,2,2,8,8,2,2,2,2,2,2,2,10,8,
RegressionTest0::test032 ,29,39,37,39,39,34,33,30,27,30,33,27,30,30,29,31,30,37,37,37,58,31,31,31,35,55,47,31,30,31,30,17,17,17,17,19,18,19,19,0,17,17,17,19,26,17,17,10,17,26,26,10,10,17,17,17,17,17,2,17,0,18,0,17,19,17,17,21,10,19,59,19,26,13,17,14,19,19,33,26,26,17,17,2,24,17,17,17,17,17,21,53,17,10,19,31,17,17,17,17,26,17,13,17,59,17,17,17,17,24,23,62,17,21,25,57,42,57,17,14,25,51,17,17,17,72,17,51,17,26,59,51,19,26,35,15,33,12,17,26,69,17,17,22,17,0,17,14,24,21,17,20,19,17,19,17,17,17,17,17,26,23,19,17,26,17,17,17,26,17,13,13,13,17,13,13,26,19,17,17,13,17,13,17,17,26,13,17,13,13,26,17,17,17,17,17,13,17,13,13,26,13,13,17,19,17,19,13,19,26,17,17,13,13,26,13,17,17,17,13,13,17,17,17,17,17,17,17,26,13,
RegressionTest0::test033 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test034 ,22,22,22,23,22,20,20,18,24,21,20,19,18,24,23,26,26,20,21,20,66,24,18,20,38,62,57,22,32,22,30,2,2,2,2,2,1,0,1,19,2,2,2,2,10,2,2,27,2,10,10,11,11,2,2,2,2,2,21,2,19,1,19,2,0,2,2,38,11,1,75,1,10,9,2,30,2,2,48,10,10,2,2,21,40,2,2,2,2,2,38,68,2,27,2,46,2,2,2,2,10,2,9,2,75,2,2,2,2,40,39,78,2,38,41,73,58,73,2,30,41,66,2,2,2,88,2,67,2,10,75,67,2,10,51,31,48,29,2,10,85,2,2,39,2,19,2,30,40,38,2,37,1,2,0,2,2,2,2,2,10,39,2,2,10,2,2,2,10,2,9,9,9,2,9,9,10,2,2,2,9,2,9,2,2,10,9,2,9,9,10,2,2,2,2,2,9,2,9,9,10,9,9,2,2,2,2,9,2,10,2,2,9,9,10,9,2,2,2,9,9,2,2,2,2,2,2,2,10,9,
RegressionTest0::test035 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test036 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test037 ,44,58,56,58,58,50,49,48,46,49,52,46,48,44,47,47,49,56,56,56,56,44,47,47,42,57,49,44,42,43,42,36,36,36,36,38,37,38,38,21,36,36,36,38,45,36,36,27,36,45,45,29,29,36,36,36,36,36,23,36,21,37,21,36,38,36,36,0,29,38,39,38,45,32,36,29,38,38,12,45,45,36,36,23,33,36,36,36,36,36,0,39,36,27,38,10,36,36,36,36,45,36,32,36,39,36,36,36,36,33,36,48,36,0,36,37,46,37,36,29,36,30,36,36,36,58,36,35,36,45,39,35,38,45,42,32,12,29,36,45,49,36,36,36,36,21,36,29,33,0,36,34,38,36,38,36,36,36,36,36,45,36,38,36,45,36,36,36,45,36,32,32,32,36,32,32,45,38,36,36,32,36,32,36,36,45,32,36,32,32,45,36,36,36,36,36,32,36,32,32,45,32,32,36,38,36,38,32,38,45,36,36,32,32,45,32,36,36,36,32,32,36,36,36,36,36,36,36,45,32,
RegressionTest0::test038 ,21,31,29,31,31,27,26,24,22,23,26,20,23,22,23,27,29,29,29,29,60,26,25,25,35,57,52,23,29,23,28,9,9,9,9,11,10,11,11,10,9,9,9,11,18,9,9,18,9,18,18,0,0,9,9,9,9,9,12,9,10,10,10,9,11,9,9,29,0,11,66,11,18,4,9,22,11,11,39,18,18,9,9,12,32,9,9,9,9,9,29,61,9,18,11,37,9,9,9,9,18,9,4,9,66,9,9,9,9,32,31,70,9,29,33,64,50,64,9,22,33,57,9,9,9,80,9,59,9,18,66,59,11,18,43,23,39,20,9,18,76,9,9,30,9,10,9,22,32,29,9,28,11,9,11,9,9,9,9,9,18,31,11,9,18,9,9,9,18,9,4,4,4,9,4,4,18,11,9,9,4,9,4,9,9,18,4,9,4,4,18,9,9,9,9,9,4,9,4,4,18,4,4,9,11,9,11,4,11,18,9,9,4,4,18,4,9,9,9,4,4,9,9,9,9,9,9,9,18,4,
RegressionTest0::test039 ,22,22,22,23,22,20,20,18,24,21,20,19,18,24,23,26,26,20,21,20,66,24,18,20,38,62,58,22,32,22,31,2,2,2,2,2,1,1,1,19,2,2,2,2,10,2,2,27,2,10,10,11,11,2,2,2,2,2,21,2,19,1,19,2,1,2,2,38,11,0,75,0,10,9,2,31,2,2,48,10,10,2,2,21,41,2,2,2,2,2,38,69,2,27,2,46,2,2,2,2,10,2,9,2,75,2,2,2,2,41,39,78,2,38,41,73,58,73,2,31,41,66,2,2,2,88,2,68,2,10,75,68,2,10,51,30,48,29,2,10,85,2,2,39,2,19,2,31,41,38,2,37,1,2,1,2,2,2,2,2,10,39,2,2,10,2,2,2,10,2,9,9,9,2,9,9,10,2,2,2,9,2,9,2,2,10,9,2,9,9,10,2,2,2,2,2,9,2,9,9,10,9,9,2,2,2,2,9,2,10,2,2,9,9,10,9,2,2,2,9,9,2,2,2,2,2,2,2,10,9,
RegressionTest0::test040 ,79,95,92,95,95,84,84,85,80,84,88,82,85,79,82,82,84,93,93,93,70,78,84,84,69,69,66,79,72,78,72,73,73,73,73,75,74,75,75,59,73,73,73,75,82,73,73,52,73,82,82,66,66,73,73,73,73,73,57,73,59,74,59,73,75,73,73,39,66,75,0,75,82,69,73,55,75,75,29,82,82,73,73,57,51,73,73,73,73,73,39,43,73,52,75,31,73,73,73,73,82,73,69,73,0,73,73,73,73,51,47,47,73,39,47,2,58,2,73,55,47,30,73,73,73,52,73,36,73,82,0,36,75,82,55,55,29,52,73,82,12,73,73,46,73,59,73,55,51,39,73,44,75,73,75,73,73,73,73,73,82,47,75,73,82,73,73,73,82,73,69,69,69,73,69,69,82,75,73,73,69,73,69,73,73,82,69,73,69,69,82,73,73,73,73,73,69,73,69,69,82,69,69,73,75,73,75,69,75,82,73,73,69,69,82,69,73,73,73,69,69,73,73,73,73,73,73,73,82,69,
RegressionTest0::test041 ,22,22,22,23,22,20,20,18,24,21,20,19,18,24,23,26,26,20,21,20,66,24,18,20,38,62,58,22,32,22,31,2,2,2,2,2,1,1,1,19,2,2,2,2,10,2,2,27,2,10,10,11,11,2,2,2,2,2,21,2,19,1,19,2,1,2,2,38,11,0,75,0,10,9,2,31,2,2,48,10,10,2,2,21,41,2,2,2,2,2,38,69,2,27,2,46,2,2,2,2,10,2,9,2,75,2,2,2,2,41,39,78,2,38,41,73,58,73,2,31,41,66,2,2,2,88,2,68,2,10,75,68,2,10,51,30,48,29,2,10,85,2,2,39,2,19,2,31,41,38,2,37,1,2,1,2,2,2,2,2,10,39,2,2,10,2,2,2,10,2,9,9,9,2,9,9,10,2,2,2,9,2,9,2,2,10,9,2,9,9,10,2,2,2,2,2,9,2,9,9,10,9,9,2,2,2,2,9,2,10,2,2,9,9,10,9,2,2,2,9,9,2,2,2,2,2,2,2,10,9,
RegressionTest0::test042 ,18,15,15,16,15,17,15,15,21,15,11,14,14,23,20,25,27,12,13,12,69,23,16,17,39,66,58,20,30,20,29,11,11,11,11,11,10,10,9,26,11,11,11,11,0,11,11,34,11,0,0,18,18,11,11,11,11,11,28,11,26,10,26,11,10,11,11,45,18,10,82,10,0,16,11,37,11,11,55,0,0,11,11,28,47,11,11,11,11,11,45,75,11,34,11,53,11,11,11,11,0,11,16,11,82,11,11,11,11,47,46,85,11,45,48,80,65,80,11,37,48,73,11,11,11,95,11,74,11,0,82,74,11,0,58,38,55,36,11,0,92,11,11,46,11,26,11,37,47,45,11,44,10,11,10,11,11,11,11,11,0,46,11,11,0,11,11,11,0,11,16,16,16,11,16,16,0,11,11,11,16,11,16,11,11,0,16,11,16,16,0,11,11,11,11,11,16,11,16,16,0,16,16,11,11,11,11,16,11,0,11,11,16,16,0,16,11,11,11,16,16,11,11,11,11,11,11,11,0,16,
RegressionTest0::test043 ,21,28,27,28,28,25,25,23,24,25,24,23,22,23,25,28,28,26,27,26,64,26,23,24,36,60,55,22,29,23,29,7,7,7,7,9,8,9,9,13,7,7,7,9,16,7,7,21,7,16,16,4,4,7,7,7,7,7,15,7,13,8,13,7,9,7,7,32,4,9,69,9,16,0,7,25,9,9,42,16,16,7,7,15,35,7,7,7,7,7,32,64,7,21,9,40,7,7,7,7,16,7,0,7,69,7,7,7,7,35,34,73,7,32,36,67,53,67,7,25,36,60,7,7,7,83,7,62,7,16,69,62,9,16,46,26,42,23,7,16,79,7,7,33,7,13,7,25,35,32,7,31,9,7,9,7,7,7,7,7,16,34,9,7,16,7,7,7,16,7,0,0,0,7,0,0,16,9,7,7,0,7,0,7,7,16,0,7,0,0,16,7,7,7,7,7,0,7,0,0,16,0,0,7,9,7,9,0,9,16,7,7,0,0,16,0,7,7,7,0,0,7,7,7,7,7,7,7,16,0,
RegressionTest0::test044 ,20,23,22,23,23,21,20,17,22,21,21,17,16,22,23,27,26,21,22,21,65,23,18,19,38,61,56,21,31,21,30,0,0,0,0,2,2,2,2,17,0,0,0,2,11,0,0,25,0,11,11,9,9,0,0,0,0,0,19,0,17,2,17,0,2,0,0,36,9,2,73,2,11,7,0,29,2,2,46,11,11,0,0,19,39,0,0,0,0,0,36,67,0,25,2,44,0,0,0,0,11,0,7,0,73,0,0,0,0,39,37,77,0,36,39,71,57,71,0,29,39,64,0,0,0,87,0,66,0,11,73,66,2,11,49,29,46,27,0,11,83,0,0,37,0,17,0,29,39,36,0,35,2,0,2,0,0,0,0,0,11,37,2,0,11,0,0,0,11,0,7,7,7,0,7,7,11,2,0,0,7,0,7,0,0,11,7,0,7,7,11,0,0,0,0,0,7,0,7,7,11,7,7,0,2,0,2,7,2,11,0,0,7,7,11,7,0,0,0,7,7,0,0,0,0,0,0,0,11,7,
RegressionTest0::test045 ,39,51,48,51,51,40,41,42,38,41,45,39,42,37,40,40,42,49,49,49,54,40,43,43,40,55,47,40,36,39,37,29,29,29,29,31,30,30,31,14,29,29,29,31,37,29,29,5,29,37,37,22,22,29,29,29,29,29,12,29,14,30,14,29,30,29,29,29,22,31,55,31,37,25,29,0,31,31,28,37,37,29,29,12,12,29,29,29,29,29,29,41,29,5,31,26,29,29,29,29,37,29,25,29,55,29,29,29,29,12,19,50,29,29,15,55,30,55,29,0,15,43,29,29,29,60,29,39,29,37,55,39,31,37,25,6,28,3,29,37,62,29,29,18,29,14,29,0,12,29,29,16,31,29,30,29,29,29,29,29,37,19,31,29,37,29,29,29,37,29,25,25,25,29,25,25,37,31,29,29,25,29,25,29,29,37,25,29,25,25,37,29,29,29,29,29,25,29,25,25,37,25,25,29,31,29,31,25,31,37,29,29,25,25,37,25,29,29,29,25,25,29,29,29,29,29,29,29,37,25,
RegressionTest0::test046 ,22,23,23,24,23,21,21,18,24,22,21,19,18,24,23,27,26,21,22,21,67,24,19,20,38,62,58,22,32,22,31,2,2,2,2,1,2,2,2,19,2,2,2,1,11,2,2,27,2,11,11,11,11,2,2,2,2,2,21,2,19,2,19,2,2,2,2,38,11,2,75,2,11,9,2,31,0,1,48,11,11,2,2,21,41,2,2,2,2,2,38,69,2,27,1,46,2,2,2,2,11,2,9,2,75,2,2,2,2,41,39,78,2,38,41,73,58,73,2,31,41,66,2,2,2,88,2,68,2,11,75,68,1,11,51,31,48,29,2,11,85,2,2,39,2,19,2,31,41,38,2,37,2,2,2,2,2,2,2,2,11,39,1,2,11,2,2,2,11,2,9,9,9,2,9,9,11,1,2,2,9,2,9,2,2,11,9,2,9,9,11,2,2,2,2,2,9,2,9,9,11,9,9,2,1,2,1,9,1,11,2,2,9,9,11,9,2,2,2,9,9,2,2,2,2,2,2,2,11,9,
RegressionTest0::test047 ,22,23,23,24,23,21,21,18,24,22,21,19,18,24,23,27,26,21,22,21,67,24,19,20,38,62,58,22,32,22,31,2,2,2,2,1,2,2,2,19,2,2,2,1,11,2,2,27,2,11,11,11,11,2,2,2,2,2,21,2,19,2,19,2,2,2,2,38,11,2,75,2,11,9,2,31,1,0,48,11,11,2,2,21,41,2,2,2,2,2,38,69,2,27,1,46,2,2,2,2,11,2,9,2,75,2,2,2,2,41,39,78,2,38,41,73,58,73,2,31,41,66,2,2,2,88,2,68,2,11,75,68,1,11,51,31,48,29,2,11,85,2,2,39,2,19,2,31,41,38,2,37,2,2,2,2,2,2,2,2,11,39,0,2,11,2,2,2,11,2,9,9,9,2,9,9,11,1,2,2,9,2,9,2,2,11,9,2,9,9,11,2,2,2,2,2,9,2,9,9,11,9,9,2,1,2,0,9,1,11,2,2,9,9,11,9,2,2,2,9,9,2,2,2,2,2,2,2,11,9,
RegressionTest0::test048 ,54,68,65,68,68,58,57,58,55,57,61,55,58,54,57,57,58,66,66,66,59,54,57,57,48,57,51,54,50,53,50,46,46,46,46,48,47,48,48,33,46,46,46,48,55,46,46,23,46,55,55,39,39,46,46,46,46,46,31,46,33,47,33,46,48,46,46,12,39,48,29,48,55,42,46,28,48,48,0,55,55,46,46,31,33,46,46,46,46,46,12,38,46,23,48,2,46,46,46,46,55,46,42,46,29,46,46,46,46,33,33,46,46,12,33,31,45,31,46,28,33,20,46,46,46,50,46,32,46,55,29,32,48,55,37,26,0,25,46,55,39,46,46,32,46,33,46,28,35,12,46,30,48,46,48,46,46,46,46,46,55,33,48,46,55,46,46,46,55,46,42,42,42,46,42,42,55,48,46,46,42,46,42,46,46,55,42,46,42,42,55,46,46,46,46,46,42,46,42,42,55,42,42,46,48,46,48,42,48,55,46,46,42,42,55,42,46,46,46,42,42,46,46,46,46,46,46,46,55,42,
