:,DataUtilTest::discardsSpuriousByteOrderMark,DataUtilTest::testCharset,DataUtilTest::testQuotedCharset,DataUtil_ESTest::test0,DataUtil_ESTest::test1,DataUtil_ESTest::test2,DataUtil_ESTest::test3,DataUtil_ESTest::test4,DataUtil_ESTest::test5,DataUtil_ESTest::test6,DataUtil_ESTest::test7,DataUtil_ESTest::test8,RegressionTest0::test001,RegressionTest0::test002,RegressionTest0::test003,RegressionTest0::test004,RegressionTest0::test005,RegressionTest0::test006,RegressionTest0::test007,RegressionTest0::test008,RegressionTest0::test009,RegressionTest0::test010,RegressionTest0::test011,RegressionTest0::test012,RegressionTest0::test013,RegressionTest0::test014,RegressionTest0::test015,RegressionTest0::test016,RegressionTest0::test017,RegressionTest0::test018,RegressionTest0::test019,RegressionTest0::test020,RegressionTest0::test021,RegressionTest0::test022,RegressionTest0::test023,RegressionTest0::test024,RegressionTest0::test025,RegressionTest0::test026,RegressionTest0::test027,RegressionTest0::test028,RegressionTest0::test029,RegressionTest0::test030,RegressionTest0::test031,RegressionTest0::test032,RegressionTest0::test033,RegressionTest0::test034,RegressionTest0::test035,RegressionTest0::test036,RegressionTest0::test037,RegressionTest0::test038,RegressionTest0::test039,RegressionTest0::test040,RegressionTest0::test041,RegressionTest0::test042,RegressionTest0::test043,RegressionTest0::test044,RegressionTest0::test045,RegressionTest0::test046,RegressionTest0::test047,RegressionTest0::test048,RegressionTest0::test049,RegressionTest0::test050,RegressionTest0::test051,RegressionTest0::test052,RegressionTest0::test053,RegressionTest0::test054,RegressionTest0::test055,RegressionTest0::test056,RegressionTest0::test057,RegressionTest0::test058,RegressionTest0::test059,RegressionTest0::test060,RegressionTest0::test061,RegressionTest0::test062,RegressionTest0::test063,RegressionTest0::test064,RegressionTest0::test065,RegressionTest0::test066,RegressionTest0::test067,RegressionTest0::test068,RegressionTest0::test069,RegressionTest0::test070,RegressionTest0::test071,RegressionTest0::test072,RegressionTest0::test073,RegressionTest0::test074,RegressionTest0::test075,RegressionTest0::test076,RegressionTest0::test077,RegressionTest0::test078,RegressionTest0::test079,RegressionTest0::test080,RegressionTest0::test081,RegressionTest0::test082,RegressionTest0::test083,RegressionTest0::test084,RegressionTest0::test085,RegressionTest0::test086,RegressionTest0::test087,RegressionTest0::test088,RegressionTest0::test089,RegressionTest0::test090,RegressionTest0::test091,RegressionTest0::test092,RegressionTest0::test093,RegressionTest0::test094,RegressionTest0::test095,RegressionTest0::test096,RegressionTest0::test097,RegressionTest0::test098,RegressionTest0::test099,RegressionTest0::test100,RegressionTest0::test101,RegressionTest0::test102,RegressionTest0::test103,RegressionTest0::test104,RegressionTest0::test105,RegressionTest0::test106,RegressionTest0::test107,RegressionTest0::test108,RegressionTest0::test109,RegressionTest0::test110,RegressionTest0::test111,RegressionTest0::test112,RegressionTest0::test113,RegressionTest0::test114,RegressionTest0::test115,RegressionTest0::test116,RegressionTest0::test117,RegressionTest0::test118,RegressionTest0::test119,RegressionTest0::test120,RegressionTest0::test121,RegressionTest0::test122,RegressionTest0::test123,RegressionTest0::test124,RegressionTest0::test125,RegressionTest0::test126,RegressionTest0::test127,RegressionTest0::test128,RegressionTest0::test129,RegressionTest0::test130,RegressionTest0::test131,RegressionTest0::test132,RegressionTest0::test133,RegressionTest0::test134,RegressionTest0::test135,RegressionTest0::test136,RegressionTest0::test137,RegressionTest0::test138,RegressionTest0::test139,RegressionTest0::test140,RegressionTest0::test141,RegressionTest0::test142,RegressionTest0::test143,RegressionTest0::test144,RegressionTest0::test145,RegressionTest0::test146,RegressionTest0::test147,RegressionTest0::test148,RegressionTest0::test149,RegressionTest0::test150,RegressionTest0::test151,RegressionTest0::test152,RegressionTest0::test153,
RegressionTest0::test053 ,8,7,8,6,7,7,6,7,8,8,8,7,2,3,2,2,3,1,2,2,2,5,1,2,3,0,2,2,3,2,2,2,2,3,2,2,0,2,3,2,0,2,2,0,2,2,3,1,3,5,2,2,1,0,6,1,2,1,4,2,2,2,6,2,0,3,2,3,1,3,2,0,6,2,2,0,2,3,3,1,3,5,2,2,2,1,2,3,2,2,6,2,2,5,3,6,3,2,0,2,2,2,2,2,1,9,0,2,2,5,3,1,3,11,7,4,2,2,1,2,3,3,5,2,2,2,2,2,5,2,2,2,2,3,8,2,5,2,2,6,2,2,12,2,4,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,
RegressionTest0::test054 ,5,5,5,3,4,5,3,4,5,5,5,5,1,0,2,1,0,2,1,1,1,8,2,1,0,3,1,1,0,1,1,1,1,0,1,1,3,1,0,1,3,1,1,3,1,1,0,4,0,8,1,2,4,3,9,4,1,2,7,2,1,1,9,1,3,0,1,0,3,0,4,3,9,1,1,3,1,0,0,2,0,8,5,1,1,2,2,0,1,1,9,1,1,8,0,9,6,1,3,1,1,1,1,1,4,12,3,5,1,8,0,4,0,14,10,7,1,1,3,1,0,0,8,1,1,1,1,1,8,1,1,1,1,0,11,1,8,1,1,9,1,1,15,1,7,5,4,1,1,1,1,2,1,1,1,0,2,2,1,2,2,1,1,0,2,
RegressionTest0::test055 ,6,5,6,4,5,5,4,5,6,6,6,5,0,1,1,0,1,1,0,0,0,7,1,0,1,2,0,0,1,0,0,0,0,1,0,0,2,0,1,0,2,0,0,2,0,0,1,3,1,7,0,1,3,2,8,3,0,1,6,1,0,0,8,0,2,1,0,1,2,1,3,2,8,0,0,2,0,1,1,1,1,7,4,0,0,1,1,1,0,0,8,0,0,7,1,8,5,0,2,0,0,0,0,0,3,11,2,4,0,7,1,3,1,13,9,6,0,0,2,0,1,1,7,0,0,0,0,0,7,0,0,0,0,1,10,0,7,0,0,8,0,0,14,0,6,4,3,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,
RegressionTest0::test056 ,5,5,5,3,4,5,3,4,5,5,5,5,1,0,2,1,0,2,1,1,1,8,2,1,0,3,1,1,0,1,1,1,1,0,1,1,3,1,0,1,3,1,1,3,1,1,0,4,0,8,1,2,4,3,9,4,1,2,7,2,1,1,9,1,3,0,1,0,3,0,4,3,9,1,1,3,1,0,0,2,0,8,5,1,1,2,2,0,1,1,9,1,1,8,0,9,6,1,3,1,1,1,1,1,4,12,3,5,1,8,0,4,0,14,10,7,1,1,3,1,0,0,8,1,1,1,1,1,8,1,1,1,1,0,11,1,8,1,1,9,1,1,15,1,7,5,4,1,1,1,1,2,1,1,1,0,2,2,1,2,2,1,1,0,2,
RegressionTest0::test057 ,8,7,8,6,7,7,6,7,8,8,8,7,2,3,2,2,3,1,2,2,2,5,1,2,3,1,2,2,3,2,2,2,2,3,2,2,1,2,3,2,1,2,2,1,2,2,3,2,3,5,2,2,2,1,6,2,2,1,4,2,2,2,6,2,1,3,2,3,0,3,2,1,6,2,2,1,2,3,3,1,3,5,3,2,2,1,2,3,2,2,6,2,2,5,3,6,3,2,1,2,2,2,2,2,2,9,1,3,2,5,3,2,3,11,7,4,2,2,0,2,3,3,5,2,2,2,2,2,5,2,2,2,2,3,8,2,5,2,2,6,2,2,12,2,4,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,
RegressionTest0::test058 ,5,5,5,3,4,5,3,4,5,5,5,5,1,0,2,1,0,2,1,1,1,8,2,1,0,3,1,1,0,1,1,1,1,0,1,1,3,1,0,1,3,1,1,3,1,1,0,4,0,8,1,2,4,3,9,4,1,2,7,2,1,1,9,1,3,0,1,0,3,0,4,3,9,1,1,3,1,0,0,2,0,8,5,1,1,2,2,0,1,1,9,1,1,8,0,9,6,1,3,1,1,1,1,1,4,12,3,5,1,8,0,4,0,14,10,7,1,1,3,1,0,0,8,1,1,1,1,1,8,1,1,1,1,0,11,1,8,1,1,9,1,1,15,1,7,5,4,1,1,1,1,2,1,1,1,0,2,2,1,2,2,1,1,0,2,
RegressionTest0::test059 ,9,8,9,7,8,8,7,8,9,9,9,8,3,4,3,3,4,2,3,3,3,5,2,3,4,2,3,3,4,3,3,3,3,4,3,3,2,3,4,3,2,3,3,2,3,3,4,2,4,6,3,3,2,2,6,2,3,2,5,3,3,3,6,3,2,4,3,4,2,4,0,2,6,3,3,2,3,4,4,2,4,6,2,3,3,2,3,4,3,3,6,3,3,6,4,6,4,3,2,3,3,3,3,3,2,9,2,1,3,5,4,2,4,12,7,5,3,3,2,3,4,4,6,3,3,3,3,3,5,3,3,3,3,4,9,3,6,3,3,6,3,3,13,3,5,3,2,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,
RegressionTest0::test060 ,8,7,8,6,7,7,6,7,8,8,8,7,2,3,2,2,3,1,2,2,2,5,1,2,3,0,2,2,3,2,2,2,2,3,2,2,0,2,3,2,0,2,2,0,2,2,3,1,3,5,2,2,1,0,6,1,2,1,4,2,2,2,6,2,0,3,2,3,1,3,2,0,6,2,2,0,2,3,3,1,3,5,2,2,2,1,2,3,2,2,6,2,2,5,3,6,3,2,0,2,2,2,2,2,1,9,0,2,2,5,3,1,3,11,7,4,2,2,1,2,3,3,5,2,2,2,2,2,5,2,2,2,2,3,8,2,5,2,2,6,2,2,12,2,4,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,
RegressionTest0::test061 ,14,13,14,12,13,13,12,13,14,13,14,13,8,9,8,8,9,7,8,8,8,1,7,8,9,6,8,8,9,8,8,8,8,9,8,8,6,8,9,8,6,8,8,6,8,8,9,6,9,3,8,8,6,6,3,6,8,7,3,8,8,8,3,8,6,9,8,9,6,9,6,6,0,8,8,6,8,9,9,7,9,3,6,8,8,7,8,9,8,8,1,8,8,4,9,0,3,8,6,8,8,8,8,8,6,3,6,6,8,1,9,6,9,7,2,3,8,8,6,8,9,9,3,8,8,8,8,8,1,8,8,8,8,9,4,8,4,8,8,1,8,8,8,8,3,6,6,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,9,8,
RegressionTest0::test062 ,6,5,6,4,5,5,4,5,6,6,6,5,0,1,1,0,1,1,0,0,0,7,1,0,1,2,0,0,1,0,0,0,0,1,0,0,2,0,1,0,2,0,0,2,0,0,1,3,1,7,0,1,3,2,8,3,0,1,6,1,0,0,8,0,2,1,0,1,2,1,3,2,8,0,0,2,0,1,1,1,1,7,4,0,0,1,1,1,0,0,8,0,0,7,1,8,5,0,2,0,0,0,0,0,3,11,2,4,0,7,1,3,1,13,9,6,0,0,2,0,1,1,7,0,0,0,0,0,7,0,0,0,0,1,10,0,7,0,0,8,0,0,14,0,6,4,3,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,
RegressionTest0::test063 ,6,5,6,4,5,5,4,5,6,6,6,5,0,1,1,0,1,1,0,0,0,7,1,0,1,2,0,0,1,0,0,0,0,1,0,0,2,0,1,0,2,0,0,2,0,0,1,3,1,7,0,1,3,2,8,3,0,1,6,1,0,0,8,0,2,1,0,1,2,1,3,2,8,0,0,2,0,1,1,1,1,7,4,0,0,1,1,1,0,0,8,0,0,7,1,8,5,0,2,0,0,0,0,0,3,11,2,4,0,7,1,3,1,13,9,6,0,0,2,0,1,1,7,0,0,0,0,0,7,0,0,0,0,1,10,0,7,0,0,8,0,0,14,0,6,4,3,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,
RegressionTest0::test064 ,8,7,8,6,7,7,6,7,8,8,8,7,2,3,2,2,3,1,2,2,2,5,1,2,3,0,2,2,3,2,2,2,2,3,2,2,0,2,3,2,0,2,2,0,2,2,3,1,3,5,2,2,1,0,6,1,2,1,4,2,2,2,6,2,0,3,2,3,1,3,2,0,6,2,2,0,2,3,3,1,3,5,2,2,2,1,2,3,2,2,6,2,2,5,3,6,3,2,0,2,2,2,2,2,1,9,0,2,2,5,3,1,3,11,7,4,2,2,1,2,3,3,5,2,2,2,2,2,5,2,2,2,2,3,8,2,5,2,2,6,2,2,12,2,4,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,
RegressionTest0::test065 ,6,5,6,4,5,5,4,5,6,6,6,5,0,1,1,0,1,1,0,0,0,7,1,0,1,2,0,0,1,0,0,0,0,1,0,0,2,0,1,0,2,0,0,2,0,0,1,3,1,7,0,1,3,2,8,3,0,1,6,1,0,0,8,0,2,1,0,1,2,1,3,2,8,0,0,2,0,1,1,1,1,7,4,0,0,1,1,1,0,0,8,0,0,7,1,8,5,0,2,0,0,0,0,0,3,11,2,4,0,7,1,3,1,13,9,6,0,0,2,0,1,1,7,0,0,0,0,0,7,0,0,0,0,1,10,0,7,0,0,8,0,0,14,0,6,4,3,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,
RegressionTest0::test066 ,5,5,5,3,4,5,3,4,5,5,5,5,1,0,2,1,0,2,1,1,1,8,2,1,0,3,1,1,0,1,1,1,1,0,1,1,3,1,0,1,3,1,1,3,1,1,0,4,0,8,1,2,4,3,9,4,1,2,7,2,1,1,9,1,3,0,1,0,3,0,4,3,9,1,1,3,1,0,0,2,0,8,5,1,1,2,2,0,1,1,9,1,1,8,0,9,6,1,3,1,1,1,1,1,4,12,3,5,1,8,0,4,0,14,10,7,1,1,3,1,0,0,8,1,1,1,1,1,8,1,1,1,1,0,11,1,8,1,1,9,1,1,15,1,7,5,4,1,1,1,1,2,1,1,1,0,2,2,1,2,2,1,1,0,2,
RegressionTest0::test067 ,5,5,5,3,4,5,3,4,5,5,5,5,1,0,2,1,0,2,1,1,1,8,2,1,0,3,1,1,0,1,1,1,1,0,1,1,3,1,0,1,3,1,1,3,1,1,0,4,0,8,1,2,4,3,9,4,1,2,7,2,1,1,9,1,3,0,1,0,3,0,4,3,9,1,1,3,1,0,0,2,0,8,5,1,1,2,2,0,1,1,9,1,1,8,0,9,6,1,3,1,1,1,1,1,4,12,3,5,1,8,0,4,0,14,10,7,1,1,3,1,0,0,8,1,1,1,1,1,8,1,1,1,1,0,11,1,8,1,1,9,1,1,15,1,7,5,4,1,1,1,1,2,1,1,1,0,2,2,1,2,2,1,1,0,2,
RegressionTest0::test068 ,7,6,7,5,6,6,5,6,7,7,7,6,1,2,1,1,2,0,1,1,1,6,0,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,6,1,1,2,1,7,2,1,0,5,1,1,1,7,1,1,2,1,2,1,2,2,1,7,1,1,1,1,2,2,0,2,6,3,1,1,0,1,2,1,1,7,1,1,6,2,7,4,1,1,1,1,1,1,1,2,10,1,3,1,6,2,2,2,12,8,5,1,1,1,1,2,2,6,1,1,1,1,1,6,1,1,1,1,2,9,1,6,1,1,7,1,1,13,1,5,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,
RegressionTest0::test069 ,5,5,5,3,4,5,3,4,5,5,5,5,1,0,2,1,0,2,1,1,1,8,2,1,0,3,1,1,0,1,1,1,1,0,1,1,3,1,0,1,3,1,1,3,1,1,0,4,0,8,1,2,4,3,9,4,1,2,7,2,1,1,9,1,3,0,1,0,3,0,4,3,9,1,1,3,1,0,0,2,0,8,5,1,1,2,2,0,1,1,9,1,1,8,0,9,6,1,3,1,1,1,1,1,4,12,3,5,1,8,0,4,0,14,10,7,1,1,3,1,0,0,8,1,1,1,1,1,8,1,1,1,1,0,11,1,8,1,1,9,1,1,15,1,7,5,4,1,1,1,1,2,1,1,1,0,2,2,1,2,2,1,1,0,2,
RegressionTest0::test070 ,13,12,13,11,12,12,11,12,13,12,13,12,7,8,7,7,8,6,7,7,7,2,6,7,8,5,7,7,8,7,7,7,7,8,7,7,5,7,8,7,5,7,7,5,7,7,8,4,8,0,7,7,4,5,2,4,7,6,1,7,7,7,2,7,5,8,7,8,5,8,6,5,3,7,7,5,7,8,8,6,8,0,5,7,7,6,7,8,7,7,2,7,7,4,8,3,2,7,5,7,7,7,7,7,4,6,5,5,7,2,8,4,8,7,4,1,7,7,5,7,8,8,0,7,7,7,7,7,2,7,7,7,7,8,4,7,4,7,7,2,7,7,8,7,1,4,4,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7,8,7,
RegressionTest0::test071 ,10,9,10,8,9,9,8,9,10,10,10,9,4,5,4,4,5,3,4,4,4,5,3,4,5,2,4,4,5,4,4,4,4,5,4,4,2,4,5,4,2,4,4,2,4,4,5,2,5,5,4,4,2,2,5,2,4,3,4,4,4,4,5,4,2,5,4,5,3,5,2,2,6,4,4,2,4,5,5,3,5,5,0,4,4,3,4,5,4,4,6,4,4,6,5,6,3,4,2,4,4,4,4,4,2,9,2,1,4,5,5,2,5,11,7,4,4,4,3,4,5,5,5,4,4,4,4,4,5,4,4,4,4,5,8,4,6,4,4,6,4,4,12,4,4,2,2,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,
RegressionTest0::test072 ,6,5,6,4,5,5,4,5,6,6,6,5,0,1,1,0,1,1,0,0,0,7,1,0,1,2,0,0,1,0,0,0,0,1,0,0,2,0,1,0,2,0,0,2,0,0,1,3,1,7,0,1,3,2,8,3,0,1,6,1,0,0,8,0,2,1,0,1,2,1,3,2,8,0,0,2,0,1,1,1,1,7,4,0,0,1,1,1,0,0,8,0,0,7,1,8,5,0,2,0,0,0,0,0,3,11,2,4,0,7,1,3,1,13,9,6,0,0,2,0,1,1,7,0,0,0,0,0,7,0,0,0,0,1,10,0,7,0,0,8,0,0,14,0,6,4,3,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,
RegressionTest0::test073 ,6,5,6,4,5,5,4,5,6,6,6,5,0,1,1,0,1,1,0,0,0,7,1,0,1,2,0,0,1,0,0,0,0,1,0,0,2,0,1,0,2,0,0,2,0,0,1,3,1,7,0,1,3,2,8,3,0,1,6,1,0,0,8,0,2,1,0,1,2,1,3,2,8,0,0,2,0,1,1,1,1,7,4,0,0,1,1,1,0,0,8,0,0,7,1,8,5,0,2,0,0,0,0,0,3,11,2,4,0,7,1,3,1,13,9,6,0,0,2,0,1,1,7,0,0,0,0,0,7,0,0,0,0,1,10,0,7,0,0,8,0,0,14,0,6,4,3,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,
RegressionTest0::test074 ,7,6,7,5,6,6,5,6,7,7,7,6,1,2,1,1,2,0,1,1,1,6,0,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,6,1,1,2,1,7,2,1,0,5,1,1,1,7,1,1,2,1,2,1,2,2,1,7,1,1,1,1,2,2,0,2,6,3,1,1,0,1,2,1,1,7,1,1,6,2,7,4,1,1,1,1,1,1,1,2,10,1,3,1,6,2,2,2,12,8,5,1,1,1,1,2,2,6,1,1,1,1,1,6,1,1,1,1,2,9,1,6,1,1,7,1,1,13,1,5,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,
RegressionTest0::test075 ,7,5,7,5,6,6,5,6,7,7,7,6,1,2,0,1,2,1,1,1,1,7,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,1,2,1,2,1,1,2,1,1,2,3,2,7,1,0,3,2,8,3,1,1,6,0,1,1,8,1,2,2,1,2,2,2,3,2,8,1,1,2,1,2,2,1,2,7,4,1,1,1,0,2,1,1,8,1,1,7,2,8,5,1,2,1,1,1,1,1,3,11,2,4,1,7,2,3,2,13,9,6,1,1,2,1,2,2,7,1,1,1,1,1,7,1,1,1,1,2,10,1,7,1,1,8,1,1,14,1,6,4,3,1,1,1,1,0,1,1,1,2,0,0,1,0,0,1,1,2,0,
RegressionTest0::test076 ,5,5,5,3,4,5,3,4,5,5,5,5,1,0,2,1,0,2,1,1,1,8,2,1,0,3,1,1,0,1,1,1,1,0,1,1,3,1,0,1,3,1,1,3,1,1,0,4,0,8,1,2,4,3,9,4,1,2,7,2,1,1,9,1,3,0,1,0,3,0,4,3,9,1,1,3,1,0,0,2,0,8,5,1,1,2,2,0,1,1,9,1,1,8,0,9,6,1,3,1,1,1,1,1,4,12,3,5,1,8,0,4,0,14,10,7,1,1,3,1,0,0,8,1,1,1,1,1,8,1,1,1,1,0,11,1,8,1,1,9,1,1,15,1,7,5,4,1,1,1,1,2,1,1,1,0,2,2,1,2,2,1,1,0,2,
RegressionTest0::test077 ,6,5,6,4,5,5,4,5,6,6,6,5,0,1,1,0,1,1,0,0,0,7,1,0,1,2,0,0,1,0,0,0,0,1,0,0,2,0,1,0,2,0,0,2,0,0,1,3,1,7,0,1,3,2,8,3,0,1,6,1,0,0,8,0,2,1,0,1,2,1,3,2,8,0,0,2,0,1,1,1,1,7,4,0,0,1,1,1,0,0,8,0,0,7,1,8,5,0,2,0,0,0,0,0,3,11,2,4,0,7,1,3,1,13,9,6,0,0,2,0,1,1,7,0,0,0,0,0,7,0,0,0,0,1,10,0,7,0,0,8,0,0,14,0,6,4,3,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,
RegressionTest0::test078 ,6,5,6,4,5,5,4,5,6,6,6,5,0,1,1,0,1,1,0,0,0,7,1,0,1,2,0,0,1,0,0,0,0,1,0,0,2,0,1,0,2,0,0,2,0,0,1,3,1,7,0,1,3,2,8,3,0,1,6,1,0,0,8,0,2,1,0,1,2,1,3,2,8,0,0,2,0,1,1,1,1,7,4,0,0,1,1,1,0,0,8,0,0,7,1,8,5,0,2,0,0,0,0,0,3,11,2,4,0,7,1,3,1,13,9,6,0,0,2,0,1,1,7,0,0,0,0,0,7,0,0,0,0,1,10,0,7,0,0,8,0,0,14,0,6,4,3,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,
RegressionTest0::test079 ,14,13,14,12,13,13,12,13,14,13,14,13,8,9,8,8,9,7,8,8,8,1,7,8,9,6,8,8,9,8,8,8,8,9,8,8,6,8,9,8,6,8,8,6,8,8,9,6,9,2,8,8,6,6,3,6,8,7,3,8,8,8,3,8,6,9,8,9,6,9,6,6,1,8,8,6,8,9,9,7,9,2,6,8,8,7,8,9,8,8,0,8,8,5,9,1,3,8,6,8,8,8,8,8,6,4,6,6,8,1,9,6,9,8,2,3,8,8,6,8,9,9,2,8,8,8,8,8,1,8,8,8,8,9,5,8,5,8,8,0,8,8,9,8,3,6,6,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,9,8,
RegressionTest0::test080 ,6,5,6,4,5,5,4,5,6,6,6,5,0,1,1,0,1,1,0,0,0,7,1,0,1,2,0,0,1,0,0,0,0,1,0,0,2,0,1,0,2,0,0,2,0,0,1,3,1,7,0,1,3,2,8,3,0,1,6,1,0,0,8,0,2,1,0,1,2,1,3,2,8,0,0,2,0,1,1,1,1,7,4,0,0,1,1,1,0,0,8,0,0,7,1,8,5,0,2,0,0,0,0,0,3,11,2,4,0,7,1,3,1,13,9,6,0,0,2,0,1,1,7,0,0,0,0,0,7,0,0,0,0,1,10,0,7,0,0,8,0,0,14,0,6,4,3,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,
RegressionTest0::test081 ,6,5,6,4,5,5,4,5,6,6,6,5,0,1,1,0,1,1,0,0,0,7,1,0,1,2,0,0,1,0,0,0,0,1,0,0,2,0,1,0,2,0,0,2,0,0,1,3,1,7,0,1,3,2,8,3,0,1,6,1,0,0,8,0,2,1,0,1,2,1,3,2,8,0,0,2,0,1,1,1,1,7,4,0,0,1,1,1,0,0,8,0,0,7,1,8,5,0,2,0,0,0,0,0,3,11,2,4,0,7,1,3,1,13,9,6,0,0,2,0,1,1,7,0,0,0,0,0,7,0,0,0,0,1,10,0,7,0,0,8,0,0,14,0,6,4,3,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,
RegressionTest0::test082 ,13,12,13,11,12,12,11,12,13,12,13,12,7,8,7,7,8,6,7,7,7,4,6,7,8,5,7,7,8,7,7,7,7,8,7,7,5,7,8,7,5,7,7,5,7,7,8,6,8,4,7,7,6,5,5,6,7,6,3,7,7,7,5,7,5,8,7,8,5,8,6,5,4,7,7,5,7,8,8,6,8,4,6,7,7,6,7,8,7,7,5,7,7,0,8,4,3,7,5,7,7,7,7,7,6,7,5,6,7,4,8,6,8,7,6,3,7,7,5,7,8,8,4,7,7,7,7,7,4,7,7,7,7,8,4,7,0,7,7,5,7,7,7,7,3,6,6,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7,8,7,
RegressionTest0::test083 ,5,5,5,3,4,5,3,4,5,5,5,5,1,0,2,1,0,2,1,1,1,8,2,1,0,3,1,1,0,1,1,1,1,0,1,1,3,1,0,1,3,1,1,3,1,1,0,4,0,8,1,2,4,3,9,4,1,2,7,2,1,1,9,1,3,0,1,0,3,0,4,3,9,1,1,3,1,0,0,2,0,8,5,1,1,2,2,0,1,1,9,1,1,8,0,9,6,1,3,1,1,1,1,1,4,12,3,5,1,8,0,4,0,14,10,7,1,1,3,1,0,0,8,1,1,1,1,1,8,1,1,1,1,0,11,1,8,1,1,9,1,1,15,1,7,5,4,1,1,1,1,2,1,1,1,0,2,2,1,2,2,1,1,0,2,
RegressionTest0::test084 ,14,13,14,12,13,13,12,13,14,13,14,13,8,9,8,8,9,7,8,8,8,1,7,8,9,6,8,8,9,8,8,8,8,9,8,8,6,8,9,8,6,8,8,6,8,8,9,6,9,3,8,8,6,6,3,6,8,7,3,8,8,8,3,8,6,9,8,9,6,9,6,6,0,8,8,6,8,9,9,7,9,3,6,8,8,7,8,9,8,8,1,8,8,4,9,0,3,8,6,8,8,8,8,8,6,3,6,6,8,1,9,6,9,7,2,3,8,8,6,8,9,9,3,8,8,8,8,8,1,8,8,8,8,9,4,8,4,8,8,1,8,8,8,8,3,6,6,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,9,8,
RegressionTest0::test085 ,11,10,11,9,10,10,9,10,11,10,11,10,5,6,5,5,6,4,5,5,5,2,4,5,6,3,5,5,6,5,5,5,5,6,5,5,3,5,6,5,3,5,5,3,5,5,6,3,6,2,5,5,3,3,3,3,5,4,1,5,5,5,3,5,3,6,5,6,3,6,4,3,3,5,5,3,5,6,6,4,6,2,3,5,5,4,5,6,5,5,3,5,5,3,6,3,0,5,3,5,5,5,5,5,3,6,3,3,5,2,6,3,6,8,4,1,5,5,3,5,6,6,2,5,5,5,5,5,2,5,5,5,5,6,5,5,3,5,5,3,5,5,9,5,1,3,3,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,6,5,
RegressionTest0::test086 ,6,5,6,4,5,5,4,5,6,6,6,5,0,1,1,0,1,1,0,0,0,7,1,0,1,2,0,0,1,0,0,0,0,1,0,0,2,0,1,0,2,0,0,2,0,0,1,3,1,7,0,1,3,2,8,3,0,1,6,1,0,0,8,0,2,1,0,1,2,1,3,2,8,0,0,2,0,1,1,1,1,7,4,0,0,1,1,1,0,0,8,0,0,7,1,8,5,0,2,0,0,0,0,0,3,11,2,4,0,7,1,3,1,13,9,6,0,0,2,0,1,1,7,0,0,0,0,0,7,0,0,0,0,1,10,0,7,0,0,8,0,0,14,0,6,4,3,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,
RegressionTest0::test087 ,8,7,8,6,7,7,6,7,8,8,8,7,2,3,2,2,3,1,2,2,2,5,1,2,3,0,2,2,3,2,2,2,2,3,2,2,0,2,3,2,0,2,2,0,2,2,3,1,3,5,2,2,1,0,6,1,2,1,4,2,2,2,6,2,0,3,2,3,1,3,2,0,6,2,2,0,2,3,3,1,3,5,2,2,2,1,2,3,2,2,6,2,2,5,3,6,3,2,0,2,2,2,2,2,1,9,0,2,2,5,3,1,3,11,7,4,2,2,1,2,3,3,5,2,2,2,2,2,5,2,2,2,2,3,8,2,5,2,2,6,2,2,12,2,4,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,
