:,DataUtilTest::discardsSpuriousByteOrderMark,DataUtilTest::shouldCorrectCharsetForDuplicateCharsetString,DataUtilTest::shouldNotThrowExceptionOnEmptyCharset,DataUtilTest::shouldReturnNullForIllegalCharsetNames,DataUtilTest::shouldSelectFirstCharsetOnWeirdMultileCharsetsInMetaTags,DataUtilTest::testCharset,DataUtilTest::testQuotedCharset,DataUtil_ESTest::test00,DataUtil_ESTest::test01,DataUtil_ESTest::test02,DataUtil_ESTest::test03,DataUtil_ESTest::test04,DataUtil_ESTest::test05,DataUtil_ESTest::test06,DataUtil_ESTest::test07,DataUtil_ESTest::test08,DataUtil_ESTest::test09,DataUtil_ESTest::test10,DataUtil_ESTest::test11,DataUtil_ESTest::test12,ParseTest::testBaidu,ParseTest::testBaiduVariant,ParseTest::testBinary,ParseTest::testBrokenHtml5CharsetWithASingleDoubleQuote,ParseTest::testGoogleSearchIpod,ParseTest::testHtml5Charset,ParseTest::testNewsHomepage,ParseTest::testNytArticle,ParseTest::testSmhBizArticle,ParseTest::testYahooArticle,ParseTest::testYahooJp,RegressionTest0::test001,RegressionTest0::test002,RegressionTest0::test003,RegressionTest0::test004,RegressionTest0::test005,RegressionTest0::test006,RegressionTest0::test007,RegressionTest0::test008,RegressionTest0::test009,RegressionTest0::test010,RegressionTest0::test011,RegressionTest0::test012,RegressionTest0::test013,RegressionTest0::test014,RegressionTest0::test015,RegressionTest0::test016,RegressionTest0::test017,RegressionTest0::test018,RegressionTest0::test019,RegressionTest0::test020,RegressionTest0::test021,RegressionTest0::test022,RegressionTest0::test023,RegressionTest0::test024,RegressionTest0::test025,RegressionTest0::test026,RegressionTest0::test027,RegressionTest0::test028,RegressionTest0::test029,RegressionTest0::test030,RegressionTest0::test031,RegressionTest0::test032,RegressionTest0::test033,RegressionTest0::test034,RegressionTest0::test035,RegressionTest0::test036,RegressionTest0::test037,RegressionTest0::test038,RegressionTest0::test039,RegressionTest0::test040,RegressionTest0::test041,RegressionTest0::test042,RegressionTest0::test043,RegressionTest0::test044,RegressionTest0::test045,RegressionTest0::test046,RegressionTest0::test047,RegressionTest0::test048,RegressionTest0::test049,RegressionTest0::test050,RegressionTest0::test051,RegressionTest0::test052,RegressionTest0::test053,RegressionTest0::test054,RegressionTest0::test055,RegressionTest0::test056,RegressionTest0::test057,RegressionTest0::test058,RegressionTest0::test059,RegressionTest0::test060,RegressionTest0::test061,RegressionTest0::test062,RegressionTest0::test063,RegressionTest0::test064,RegressionTest0::test065,RegressionTest0::test066,RegressionTest0::test067,RegressionTest0::test068,RegressionTest0::test069,RegressionTest0::test070,RegressionTest0::test071,RegressionTest0::test072,RegressionTest0::test073,RegressionTest0::test074,RegressionTest0::test075,RegressionTest0::test076,RegressionTest0::test077,RegressionTest0::test078,RegressionTest0::test079,RegressionTest0::test080,RegressionTest0::test081,RegressionTest0::test082,RegressionTest0::test083,RegressionTest0::test084,RegressionTest0::test085,RegressionTest0::test086,RegressionTest0::test087,RegressionTest0::test088,RegressionTest0::test089,RegressionTest0::test090,RegressionTest0::test091,RegressionTest0::test092,RegressionTest0::test093,RegressionTest0::test094,RegressionTest0::test095,RegressionTest0::test096,RegressionTest0::test097,RegressionTest0::test098,RegressionTest0::test099,RegressionTest0::test100,RegressionTest0::test101,RegressionTest0::test102,RegressionTest0::test103,RegressionTest0::test104,RegressionTest0::test105,RegressionTest0::test106,RegressionTest0::test107,RegressionTest0::test108,RegressionTest0::test109,RegressionTest0::test110,RegressionTest0::test111,RegressionTest0::test112,RegressionTest0::test113,RegressionTest0::test114,RegressionTest0::test115,RegressionTest0::test116,RegressionTest0::test117,RegressionTest0::test118,RegressionTest0::test119,RegressionTest0::test120,RegressionTest0::test121,RegressionTest0::test122,RegressionTest0::test123,RegressionTest0::test124,RegressionTest0::test125,RegressionTest0::test126,RegressionTest0::test127,RegressionTest0::test128,RegressionTest0::test129,RegressionTest0::test130,RegressionTest0::test131,RegressionTest0::test132,RegressionTest0::test133,RegressionTest0::test134,RegressionTest0::test135,RegressionTest0::test136,RegressionTest0::test137,RegressionTest0::test138,RegressionTest0::test139,RegressionTest0::test140,RegressionTest0::test141,RegressionTest0::test142,RegressionTest0::test143,RegressionTest0::test144,RegressionTest0::test145,RegressionTest0::test146,RegressionTest0::test147,RegressionTest0::test148,RegressionTest0::test149,RegressionTest0::test150,RegressionTest0::test151,RegressionTest0::test152,RegressionTest0::test153,RegressionTest0::test154,RegressionTest0::test155,RegressionTest0::test156,RegressionTest0::test157,RegressionTest0::test158,RegressionTest0::test159,RegressionTest0::test160,RegressionTest0::test161,RegressionTest0::test162,RegressionTest0::test163,RegressionTest0::test164,RegressionTest0::test165,RegressionTest0::test166,RegressionTest0::test167,RegressionTest0::test168,RegressionTest0::test169,RegressionTest0::test170,RegressionTest0::test171,RegressionTest0::test172,RegressionTest0::test173,RegressionTest0::test174,RegressionTest0::test175,RegressionTest0::test176,RegressionTest0::test177,RegressionTest0::test178,RegressionTest0::test179,RegressionTest0::test180,RegressionTest0::test181,RegressionTest0::test182,RegressionTest0::test183,RegressionTest0::test184,RegressionTest0::test185,RegressionTest0::test186,RegressionTest0::test187,RegressionTest0::test188,RegressionTest0::test189,RegressionTest0::test190,RegressionTest0::test191,RegressionTest0::test192,RegressionTest0::test193,RegressionTest0::test194,RegressionTest0::test195,RegressionTest0::test196,RegressionTest0::test197,RegressionTest0::test198,RegressionTest0::test199,
RegressionTest0::test026 ,6,6,5,5,6,5,5,5,4,5,5,5,6,5,4,7,7,6,5,6,5,5,6,5,5,5,6,5,6,6,6,0,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,8,1,1,1,0,0,2,2,4,1,1,0,0,0,0,0,0,0,0,0,4,7,0,0,2,4,0,0,0,0,1,0,1,0,8,0,0,0,0,0,4,7,0,4,2,8,2,8,0,0,2,4,0,0,0,7,0,4,0,1,8,4,2,1,2,2,4,0,0,1,10,0,0,4,0,0,0,0,2,4,0,2,1,0,1,0,0,0,0,0,1,4,2,0,1,0,0,0,1,0,1,1,1,0,1,1,1,2,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,2,1,2,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
RegressionTest0::test027 ,6,6,5,5,6,5,5,5,4,5,5,5,6,5,4,7,7,6,5,6,5,5,6,5,5,5,6,5,6,6,6,0,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,8,1,1,1,0,0,2,2,4,1,1,0,0,0,0,0,0,0,0,0,4,7,0,0,2,4,0,0,0,0,1,0,1,0,8,0,0,0,0,0,4,7,0,4,2,8,2,8,0,0,2,4,0,0,0,7,0,4,0,1,8,4,2,1,2,2,4,0,0,1,10,0,0,4,0,0,0,0,2,4,0,2,1,0,1,0,0,0,0,0,1,4,2,0,1,0,0,0,1,0,1,1,1,0,1,1,1,2,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,2,1,2,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
RegressionTest0::test028 ,6,6,5,5,6,5,5,5,4,5,5,5,6,5,4,7,7,6,5,6,5,5,6,5,5,5,6,5,6,6,6,0,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,8,1,1,1,0,0,2,2,4,1,1,0,0,0,0,0,0,0,0,0,4,7,0,0,2,4,0,0,0,0,1,0,1,0,8,0,0,0,0,0,4,7,0,4,2,8,2,8,0,0,2,4,0,0,0,7,0,4,0,1,8,4,2,1,2,2,4,0,0,1,10,0,0,4,0,0,0,0,2,4,0,2,1,0,1,0,0,0,0,0,1,4,2,0,1,0,0,0,1,0,1,1,1,0,1,1,1,2,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,2,1,2,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
RegressionTest0::test029 ,6,6,5,5,6,5,5,5,4,5,5,5,6,5,4,7,7,6,5,6,5,5,6,5,5,5,6,5,6,6,6,0,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,8,1,1,1,0,0,2,2,4,1,1,0,0,0,0,0,0,0,0,0,4,7,0,0,2,4,0,0,0,0,1,0,1,0,8,0,0,0,0,0,4,7,0,4,2,8,2,8,0,0,2,4,0,0,0,7,0,4,0,1,8,4,2,1,2,2,4,0,0,1,10,0,0,4,0,0,0,0,2,4,0,2,1,0,1,0,0,0,0,0,1,4,2,0,1,0,0,0,1,0,1,1,1,0,1,1,1,2,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,2,1,2,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
RegressionTest0::test030 ,6,6,5,5,6,5,5,5,4,5,5,5,6,5,4,7,7,6,5,6,5,5,6,5,5,5,6,5,6,6,6,0,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,8,1,1,1,0,0,2,2,4,1,1,0,0,0,0,0,0,0,0,0,4,7,0,0,2,4,0,0,0,0,1,0,1,0,8,0,0,0,0,0,4,7,0,4,2,8,2,8,0,0,2,4,0,0,0,7,0,4,0,1,8,4,2,1,2,2,4,0,0,1,10,0,0,4,0,0,0,0,2,4,0,2,1,0,1,0,0,0,0,0,1,4,2,0,1,0,0,0,1,0,1,1,1,0,1,1,1,2,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,2,1,2,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
RegressionTest0::test031 ,7,7,6,6,7,6,6,6,5,6,6,6,7,5,5,8,8,7,6,7,6,6,7,6,6,6,7,6,7,7,7,1,1,1,1,2,0,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,4,1,1,8,1,2,1,1,1,2,2,4,2,2,1,1,1,1,1,1,1,1,1,4,7,1,1,2,4,1,1,1,1,2,1,1,1,8,1,1,1,1,1,4,7,1,4,2,8,2,8,1,1,2,4,1,1,1,7,1,4,1,2,8,4,2,2,2,2,4,1,1,2,10,1,1,4,1,1,1,1,2,4,1,2,1,1,1,1,1,1,1,1,2,4,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,
RegressionTest0::test032 ,6,6,5,5,6,5,5,5,4,5,5,5,6,5,4,7,7,6,5,6,5,5,6,5,5,5,6,5,6,6,6,0,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,8,1,1,1,0,0,2,2,4,1,1,0,0,0,0,0,0,0,0,0,4,7,0,0,2,4,0,0,0,0,1,0,1,0,8,0,0,0,0,0,4,7,0,4,2,8,2,8,0,0,2,4,0,0,0,7,0,4,0,1,8,4,2,1,2,2,4,0,0,1,10,0,0,4,0,0,0,0,2,4,0,2,1,0,1,0,0,0,0,0,1,4,2,0,1,0,0,0,1,0,1,1,1,0,1,1,1,2,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,2,1,2,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
RegressionTest0::test033 ,6,6,5,5,6,5,5,5,4,5,5,5,6,5,4,7,7,6,5,6,5,5,6,5,5,5,6,5,6,6,6,0,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,8,1,1,1,0,0,2,2,4,1,1,0,0,0,0,0,0,0,0,0,4,7,0,0,2,4,0,0,0,0,1,0,1,0,8,0,0,0,0,0,4,7,0,4,2,8,2,8,0,0,2,4,0,0,0,7,0,4,0,1,8,4,2,1,2,2,4,0,0,1,10,0,0,4,0,0,0,0,2,4,0,2,1,0,1,0,0,0,0,0,1,4,2,0,1,0,0,0,1,0,1,1,1,0,1,1,1,2,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,2,1,2,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
RegressionTest0::test034 ,7,7,6,6,7,6,6,6,5,6,6,6,7,5,5,8,8,7,6,7,6,6,7,6,6,6,7,6,7,7,7,1,1,1,1,2,1,0,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,7,1,2,1,1,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,3,6,1,1,2,3,1,1,1,1,2,1,1,1,7,1,1,1,1,1,4,6,1,3,2,7,2,7,1,1,2,3,1,1,1,6,1,3,1,2,7,3,2,2,2,2,3,1,1,2,9,1,1,4,1,1,1,1,2,3,1,2,1,1,0,1,1,1,1,1,2,4,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,
RegressionTest0::test035 ,6,6,5,5,6,5,5,5,4,5,5,5,6,5,4,7,7,6,5,6,5,5,6,5,5,5,6,5,6,6,6,0,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,8,1,1,1,0,0,2,2,4,1,1,0,0,0,0,0,0,0,0,0,4,7,0,0,2,4,0,0,0,0,1,0,1,0,8,0,0,0,0,0,4,7,0,4,2,8,2,8,0,0,2,4,0,0,0,7,0,4,0,1,8,4,2,1,2,2,4,0,0,1,10,0,0,4,0,0,0,0,2,4,0,2,1,0,1,0,0,0,0,0,1,4,2,0,1,0,0,0,1,0,1,1,1,0,1,1,1,2,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,2,1,2,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
RegressionTest0::test036 ,6,6,5,5,6,5,5,5,4,5,5,5,6,5,4,7,7,6,5,6,5,5,6,5,5,5,6,5,6,6,6,0,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,8,1,1,1,0,0,2,2,4,1,1,0,0,0,0,0,0,0,0,0,4,7,0,0,2,4,0,0,0,0,1,0,1,0,8,0,0,0,0,0,4,7,0,4,2,8,2,8,0,0,2,4,0,0,0,7,0,4,0,1,8,4,2,1,2,2,4,0,0,1,10,0,0,4,0,0,0,0,2,4,0,2,1,0,1,0,0,0,0,0,1,4,2,0,1,0,0,0,1,0,1,1,1,0,1,1,1,2,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,2,1,2,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
RegressionTest0::test037 ,10,10,9,9,10,9,9,9,7,9,9,9,10,8,8,10,9,10,9,10,9,9,10,9,8,9,10,9,10,10,10,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0,4,3,4,3,5,4,4,4,4,4,0,5,5,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,0,4,4,4,4,4,0,4,5,4,0,4,5,4,4,0,4,4,5,6,4,4,4,4,4,4,4,4,0,4,4,4,4,3,4,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,
RegressionTest0::test038 ,6,6,5,5,6,5,5,5,4,5,5,5,6,5,4,7,7,6,5,6,5,5,6,5,5,5,6,5,6,6,6,0,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,8,1,1,1,0,0,2,2,4,1,1,0,0,0,0,0,0,0,0,0,4,7,0,0,2,4,0,0,0,0,1,0,1,0,8,0,0,0,0,0,4,7,0,4,2,8,2,8,0,0,2,4,0,0,0,7,0,4,0,1,8,4,2,1,2,2,4,0,0,1,10,0,0,4,0,0,0,0,2,4,0,2,1,0,1,0,0,0,0,0,1,4,2,0,1,0,0,0,1,0,1,1,1,0,1,1,1,2,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,2,1,2,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
RegressionTest0::test039 ,7,7,6,6,7,6,6,6,5,6,6,6,7,5,5,8,8,7,6,7,6,6,7,6,5,6,7,6,7,7,7,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,7,0,2,1,1,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,3,6,1,1,2,3,1,1,1,1,2,1,1,1,7,1,1,1,1,1,4,6,1,3,2,7,2,7,1,1,2,3,1,1,1,6,1,3,1,2,7,3,2,2,2,2,3,1,1,2,9,1,1,4,1,1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,4,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,
RegressionTest0::test040 ,14,14,13,13,14,13,13,13,11,13,13,13,14,12,12,13,12,14,13,14,13,13,14,13,12,13,14,13,14,14,14,8,8,8,8,8,8,7,8,8,8,8,8,8,9,8,8,8,8,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,4,8,7,0,7,9,8,8,8,8,8,4,9,9,8,8,8,8,8,8,8,8,8,4,6,8,8,8,4,8,8,8,8,9,8,8,8,0,8,8,8,8,8,8,6,8,4,8,0,8,0,8,8,8,4,8,8,8,6,8,4,8,9,0,4,8,9,8,8,4,8,8,9,2,8,8,8,8,8,8,8,8,4,8,8,8,8,7,8,8,8,8,8,9,8,8,8,9,8,8,8,9,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,9,8,8,8,8,9,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,9,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,
RegressionTest0::test041 ,7,7,6,6,7,6,6,6,5,6,6,6,7,5,5,8,8,7,6,7,6,6,7,6,5,6,7,6,7,7,7,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,7,0,2,1,1,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,3,6,1,1,2,3,1,1,1,1,2,1,1,1,7,1,1,1,1,1,4,6,1,3,2,7,2,7,1,1,2,3,1,1,1,6,1,3,1,2,7,3,2,2,2,2,3,1,1,2,9,1,1,4,1,1,1,1,2,3,1,2,1,1,1,1,1,1,1,1,2,4,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,
RegressionTest0::test042 ,5,5,5,5,5,5,5,5,3,4,4,4,5,4,3,7,7,5,5,5,4,5,5,5,4,5,5,5,5,5,5,1,1,1,1,3,2,2,1,1,1,1,1,3,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,5,1,2,9,2,0,2,1,1,3,3,5,0,0,1,1,1,1,1,1,1,1,1,5,8,1,1,3,5,1,1,1,1,0,1,2,1,9,1,1,1,1,1,5,8,1,5,3,9,3,9,1,1,3,5,1,1,1,8,1,5,1,0,9,5,3,0,3,3,5,1,1,0,11,1,1,5,1,1,1,1,3,5,1,3,2,1,2,1,1,1,1,1,0,5,3,1,0,1,1,1,0,1,2,2,2,1,2,2,0,3,1,1,2,1,2,1,1,0,2,1,2,2,0,1,1,1,1,1,2,1,2,2,0,2,2,1,3,1,3,2,3,0,1,1,2,2,0,2,1,1,1,2,2,1,1,1,1,1,1,1,0,2,
RegressionTest0::test043 ,7,7,5,6,7,5,6,6,5,6,6,6,7,5,5,8,8,7,6,7,6,6,7,6,6,5,7,6,7,7,7,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,8,1,2,0,1,1,2,2,4,2,2,1,1,1,1,1,1,1,1,1,4,7,1,1,2,4,1,1,1,1,2,1,0,1,8,1,1,1,1,1,4,7,1,4,2,8,2,8,1,1,2,4,1,1,1,7,1,4,1,2,8,4,2,2,2,2,4,1,1,2,10,1,1,4,1,1,1,1,2,4,1,2,1,1,1,1,1,1,1,1,2,4,2,1,2,1,1,1,2,1,0,0,0,1,0,0,2,2,1,1,0,1,0,1,1,2,0,1,0,0,2,1,1,1,1,1,0,1,0,0,2,0,0,1,2,1,2,0,2,2,1,1,0,0,2,0,1,1,1,0,0,1,1,1,1,1,1,1,2,0,
RegressionTest0::test044 ,6,6,5,5,6,5,5,5,4,5,5,5,6,5,4,7,7,6,5,6,5,5,6,5,5,5,6,5,6,6,6,0,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,8,1,1,1,0,0,2,2,4,1,1,0,0,0,0,0,0,0,0,0,4,7,0,0,2,4,0,0,0,0,1,0,1,0,8,0,0,0,0,0,4,7,0,4,2,8,2,8,0,0,2,4,0,0,0,7,0,4,0,1,8,4,2,1,2,2,4,0,0,1,10,0,0,4,0,0,0,0,2,4,0,2,1,0,1,0,0,0,0,0,1,4,2,0,1,0,0,0,1,0,1,1,1,0,1,1,1,2,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,2,1,2,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
RegressionTest0::test045 ,6,6,5,5,6,5,5,5,4,5,5,5,6,5,4,7,7,6,5,6,5,5,6,5,5,5,6,5,6,6,6,0,0,0,0,2,1,1,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,8,1,1,1,0,0,2,2,4,1,1,0,0,0,0,0,0,0,0,0,4,7,0,0,2,4,0,0,0,0,1,0,1,0,8,0,0,0,0,0,4,7,0,4,2,8,2,8,0,0,2,4,0,0,0,7,0,4,0,1,8,4,2,1,2,2,4,0,0,1,10,0,0,4,0,0,0,0,2,4,0,2,1,0,1,0,0,0,0,0,1,4,2,0,1,0,0,0,1,0,1,1,1,0,1,1,1,2,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,2,0,2,1,2,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,
RegressionTest0::test046 ,8,8,7,7,8,7,7,7,6,7,7,7,8,6,6,8,8,8,7,8,7,7,8,7,7,7,8,7,8,8,8,2,2,2,2,1,2,2,2,2,2,2,2,1,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,8,2,3,2,2,2,0,1,4,3,3,2,2,2,2,2,2,2,2,2,4,6,2,2,1,4,2,2,2,2,3,2,2,2,8,2,2,2,2,2,3,6,2,4,1,8,1,8,2,2,1,4,2,2,2,6,2,4,2,3,8,4,1,3,1,1,4,2,2,3,9,2,2,3,2,2,2,2,1,4,2,1,2,2,2,2,2,2,2,2,3,3,1,2,3,2,2,2,3,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,2,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,
RegressionTest0::test047 ,8,8,7,7,8,7,7,7,6,7,7,7,8,6,6,8,8,8,7,8,7,7,8,7,7,7,8,7,8,8,8,2,2,2,2,1,2,2,2,2,2,2,2,1,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,8,2,3,2,2,2,1,0,4,3,3,2,2,2,2,2,2,2,2,2,4,6,2,2,1,4,2,2,2,2,3,2,2,2,8,2,2,2,2,2,3,6,2,4,1,8,1,8,2,2,1,4,2,2,2,6,2,4,2,3,8,4,1,3,1,1,4,2,2,3,9,2,2,3,2,2,2,2,1,4,2,1,2,2,2,2,2,2,2,2,3,3,0,2,3,2,2,2,3,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,0,2,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,
RegressionTest0::test048 ,10,10,9,9,10,9,9,9,7,9,9,9,10,8,8,10,9,10,9,10,9,9,10,9,8,9,10,9,10,10,10,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0,4,3,4,3,5,4,4,4,4,4,0,5,5,4,4,4,4,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,0,4,4,4,4,4,0,4,5,4,0,4,5,4,4,0,4,4,5,6,4,4,4,4,4,4,4,4,0,4,4,4,4,3,4,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,
