Class::Test,Whitelist:187, Whitelist:210, Whitelist:214, Whitelist:244, Whitelist:294, Whitelist:300, Whitelist:306, Whitelist:322, Whitelist:323, Whitelist:324, Whitelist:327, Whitelist:333, Whitelist:342, Whitelist:344, Whitelist:347, Whitelist:349, Whitelist:359, Whitelist:361, Whitelist:422, Whitelist:428, Whitelist:429, Whitelist:430, Whitelist:432, Whitelist:433, Whitelist:434, 
RegressionTest0::test208, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test209, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test210, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test211, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test212, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test213, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test214, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test215, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test216, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test217, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test218, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test219, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test220, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test221, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test222, 1,1,0.5,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test223, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test224, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test225, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test226, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test227, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test228, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test229, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test230, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test231, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test232, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test233, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test234, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test235, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test236, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test237, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test238, 1,1,0.5,0,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test239, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test240, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test241, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test242, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test243, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test244, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test245, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test246, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test247, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test248, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test249, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test250, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test251, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test252, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test253, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test254, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test255, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test256, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test257, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test258, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test259, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test260, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test261, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test262, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test263, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test264, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test265, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test266, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test267, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test268, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test269, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test270, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test271, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test272, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test273, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test274, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test275, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test276, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test277, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test278, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test279, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test280, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test281, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test282, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test283, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test284, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test285, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test286, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test287, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test288, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test289, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test290, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test291, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test292, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test293, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test294, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test295, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test296, 1,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test297, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test298, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test299, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test300, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test301, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test302, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test303, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test304, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test305, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test306, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test307, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test308, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test309, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test310, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test311, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test312, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test313, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test314, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test315, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test316, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test317, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test318, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test319, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test320, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test321, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test322, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test323, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test324, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test325, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test326, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test327, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test328, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test329, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test330, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test331, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test332, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test333, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test334, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test335, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test336, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test337, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test338, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test339, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test340, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test341, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test342, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test343, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test344, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test345, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test346, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,1,0.5,0,0.5,
RegressionTest0::test347, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test348, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test349, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test350, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test351, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test352, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test353, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test354, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test355, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test356, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test357, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test358, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test359, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test360, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test361, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test362, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test363, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test364, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test365, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test366, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test367, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test368, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test369, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test370, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test371, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test372, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test373, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test374, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test375, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0.5,1,0.5,0,0.5,
RegressionTest0::test376, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test377, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test378, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test379, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test380, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test381, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test382, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test383, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
RegressionTest0::test384, 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,
RegressionTest0::test385, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test386, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test387, 0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test388, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test389, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test390, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test391, 1,1,0.5,0.5,0.5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,
RegressionTest0::test392, 1,1,0.5,0.5,0.5,0.5,1,0.5,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test393, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
RegressionTest0::test394, 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,
