Class::Test,Cleaner:43, Cleaner:64, Cleaner:77, Cleaner:78, Cleaner:81, Cleaner:92, Cleaner:108, Cleaner:109, 
RegressionTest0::test438, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test439, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test440, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test441, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test442, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test443, 0,0,0,0,0,0,0,0,
RegressionTest0::test444, 0.5,0,0.5,0,0,0,0,0,
RegressionTest0::test445, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test446, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test447, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test448, 0.5,0,0.5,0,0,0,0,0,
RegressionTest0::test449, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test450, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test451, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test452, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test453, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test454, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test455, 0,0,0,0,0,0,0,0,
RegressionTest0::test456, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test457, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test458, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test459, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test460, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test461, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test462, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test463, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test464, 0.5,0.5,1,0.5,0,1,0,0,
RegressionTest0::test465, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test466, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test467, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test468, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test469, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test470, 0.5,0,0.5,0,0,0,0,0,
RegressionTest0::test471, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test472, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test473, 0,0,0,0,0,0,0,0,
RegressionTest0::test474, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test475, 0,0,0,0,0,0,0,0,
RegressionTest0::test476, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test477, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test478, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test479, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test480, 0,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test481, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test482, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test483, 0,0,0,0,0,0,0,0,
RegressionTest0::test484, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test485, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test486, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test487, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test488, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test489, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test490, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test491, 1,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test492, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test493, 0,0,0,0,0,0,0,0,
RegressionTest0::test494, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test495, 0.5,0,1,0.5,0,0.5,0,0,
RegressionTest0::test496, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test497, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test498, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test499, 0.5,0.5,1,0.5,0,0.5,0,0,
RegressionTest0::test500, 0.5,0,1,0.5,0,0.5,0,0,
CleanerTest::simpleBehaviourTest , 0.5 , 0 , 1 , 1 , 1 , 0.5 , 1 , 0.5 
CleanerTest::simpleBehaviourTest2 , 0.5 , 0 , 1 , 1 , 0.5 , 0.5 , 0.5 , 0 
CleanerTest::basicBehaviourTest , 0.5 , 0 , 1 , 1 , 1 , 0.5 , 1 , 1 
CleanerTest::basicWithImagesTest , 0.5 , 0 , 1 , 0.5 , 1 , 0 , 1 , 1 
CleanerTest::testRelaxed , 0.5 , 0 , 1 , 1 , 0.5 , 0.5 , 0.5 , 0 
CleanerTest::testDropComments , 0.5 , 0 , 1 , 1 , 0.5 , 1 , 0.5 , 0 
CleanerTest::testDropXmlProc , 0.5 , 0 , 1 , 1 , 0.5 , 1 , 0.5 , 0 
CleanerTest::testDropScript , 0.5 , 0 , 1 , 1 , 0.5 , 0.5 , 0 , 0 
CleanerTest::testDropImageScript , 0.5 , 0 , 1 , 0.5 , 0.5 , 0 , 1 , 0.5 
CleanerTest::testCleanJavascriptHref , 0.5 , 0 , 1 , 1 , 0.5 , 0.5 , 1 , 0.5 
CleanerTest::testDropsUnknownTags , 0.5 , 0 , 1 , 1 , 1 , 0.5 , 0.5 , 0 
CleanerTest::testHandlesEmptyAttributes , 0.5 , 0 , 1 , 0.5 , 0.5 , 0 , 1 , 1 
CleanerTest::testIsValid , 0 , 1 , 1 , 1 , 1 , 0.5 , 1 , 1 
CleanerTest::resolvesRelativeLinks , 0.5 , 0 , 1 , 1 , 0.5 , 0.5 , 1 , 0.5 
CleanerTest::preservesRelatedLinksIfConfigured , 0.5 , 0 , 1 , 1 , 0.5 , 0.5 , 1 , 1 
CleanerTest::dropsUnresolvableRelativeLinks , 0.5 , 0 , 1 , 1 , 0.5 , 0.5 , 1 , 0.5 
CleanerTest::handlesCustomProtocols , 0.5 , 0 , 1 , 1 , 0.5 , 0.5 , 1 , 1 
CleanerTest::handlesAllPseudoTag , 0.5 , 0 , 1 , 1 , 0.5 , 0.5 , 1 , 1 
CleanerTest::addsTagOnAttributesIfNotSet , 0.5 , 0 , 1 , 1 , 0.5 , 0.5 , 1 , 1 
CleanerTest::supplyOutputSettings , 0.5 , 0 , 1 , 1 , 0.5 , 0.5 , 0.5 , 0 
CleanerTest::handlesFramesets , 1 , 0 , 1 , 0.5 , 0.5 , 0 , 0 , 0 
Cleaner_ESTest::test0 , 0.5 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
Cleaner_ESTest::test1 , 0.5 , 0 , 0.5 , 0 , 0 , 0 , 0 , 0 
Cleaner_ESTest::test2 , 0 , 0.5 , 1 , 0.5 , 0 , 0.5 , 0 , 0 
